Unnamed: 0,tweet,tweet_processed,label
1637,With nasal spray of  ketamine being introduced by end year its administration will be safer. However it is pricey so IM/IV ketamine will remain for treatment resistant .,with nasal spray of ketamine be introduce by end year it administration will be safe however it be pricey so imiv ketamine will remain for treatment resistant,0
1641,"â@JamieLOVEHarris: is the sun ever gonna shine again? â YES, it WILL! :)",be the sun ever gonna shine again yes it will,0
1644,"I dreamt that  was back. Alas, it was just a dream. ",i dream that be back ala it be just a dream,0
1645,I want to read books and learn more. But books are to damn expensive. Reading PDF format from computer screen sucks. ,i want to read book and learn more but book be to damn expensive reading pdf format from computer screen suck,0
1646," because I had a dream @ralligatorrr & I were on springbreak in cancun, woke up and realized I was still in Ohio & it's December???­",because i have a dream i be on springbreak in cancun wake up and realize i be still in ohio it december,0
1647,@RFC_Daryl LW next I bet! Let's start going to the golf! We can get pished all day! ,lw next i bet let start go to the golf we can get pished all day,0
1649,so I just found out that my crush is gay neh..and mind you I have an ex who is gay..I think am cursed ,so i just find out that my crush be gay nehand mind you i have an ex who be gayi think be curse,0
1650,Was expecting this from Dhoni but thought he will say 4th test will be his last.  ,be expect this from dhoni but think he will say th test will be his last,0
1651,"Such a great condition upon new year, no rest for the weary ",such a great condition upon new year no rest for the weary,0
1653,A week without me car now ???©???© ,a week without me car now,0
1654,Why didn't I book today and tomorrow off??!!!! ,why didnt i book today and tomorrow off,0
1655,And so she drinks to numb the pain away because it's easier this way. This way she has control.  ,and so she drink to numb the pain away because it easy this way this way she have control,0
1656,The fact that I'm leaving warm weather and palm trees for negative weather and snow literally could make me cry.  ??´â??ï¸âï¸ ???­???­???­,the fact that im leave warm weather and palm tree for negative weather and snow literally could make me cry,0
1658,I'm on my way with my best friend to the airport. She flies back to the states today.   ,im on my way with my best friend to the airport she fly back to the state today,0
1659,Sometimes I understand why Kurt Cobain blew his head off...,sometimes i understand why kurt cobain blow his head off,0
1660,Dr. Gene offers mental wellbeing to  souls. ,dr gene offer mental wellbeing to souls,0
1661,Sleeping with my dog for the last time b4 the trip ,sleep with my dog for the last time Before the trip,0
1662,"honestly just wanna watch OTH & have no Netflix to do that, so ",honestly just wanna watch oth have no netflix to do that so,0
1663,New  Instagram by @another_lost_girl Watching Ellen cuz she makes me happy ???? - - - { ... pic.twitter.com/RII4ZUsTNT,new instagram by watch ellen cuz she make me happy,0
1665,Is it even trail mix if pretzels are just left ???£??? ,be it even trail mix if pretzel be just leave,0
1666,"this is one of those nights where I just want to get in my truck & drive, & think. .? ????",this be one of those night where i just want to get in my truck drive think,0
1669,I lost my facebook account...i wonder whats next.. ,i lose my facebook accounti wonder whats next,0
1670,I'm actually not  for once. I'm going into  as a new me. I hope anyhow. ,im actually not for once im go into a a new me i hope anyhow,0
1671,Weirdly without Monday football night  ,weirdly without monday football night,0
1672,Music can be the worst or best thing    pic.twitter.com/X3zNEgk9td,music can be the bad or best thing,0
1677,That was a horrible decision. The Fault in the Stars all alone ???­???­  ,that be a horrible decision the fault in the star all alone,0
1678,why in the deepest darkest depths of winter did I look through holiday photos from last summer?  ,why in the deep dark depth of winter do i look through holiday photo from last summer,0
1679,Just had a craving for ce fiore and then I remembered it's gone forever  ???,just have a craving for ce fiore and then i remember it go forever,0
1680,Jamba Juice isn't in the mall anymore ??????±???¢,jamba juice isnt in the mall anymore,0
1684,@aacobe so you no its bibby time  lol,so you no it bibby time Laughing Out Loud,0
1685,You know you're depressed when most of your friends have ps4 and your stuck on ps3  dealing with drama from 12 year olds :'( ,you know youre depress when most of your friend have ps4 and your stuck on ps3 deal with drama from year old,0
1686,"Finally a famous football team is in the UAE but as usual i have bad luck and i can't go see them ,  not only over this",finally a famous football team be in the uae but a usual i have bad luck and i cant go see them not only over this,0
1687,Not going to Decadence after allâ¦ ,not go to decadence after all,0
1689,Whats going to happen to my life now .,whats go to happen to my life now,0
1696,"Lawdy how come only people that wanna help a  person are the 1st ones to say shit like: ""Smile! You're prettier when you smile!""",lawdy how come only people that wanna help a person be the st one to say shit like smile youre prettier when you smile,0
1697,"""@freedrugrehabs: Addiction goes beyond drugs and alcohol. When you're , anything has the potential to control your life""ben there",addiction go beyond drug and alcohol when youre anything have the potential to control your lifeben there,0
1698,Reading and watching the fault in our stars in the space of a week wasn't the best idea  ?????? ,reading and watch the fault in our star in the space of a week wasnt the best idea,0
1701,Up at 4:30am for an airport run and I'm not even going on holiday! ,up at 30am for an airport run and im not even go on holiday,0
1704,I'm really kinda missing the poms team??????­?? ,im really kinda miss the pom team,0
1705,"@iagarwal5 I never knew this !! Oh my god , why ? ",i never know this oh my god why,0
1706,the  people are the  ones..,the people be the one,0
1707,Goodbye world I look like a newborn and will never be emerging from under my comforter  & ,goodbye world i look like a newborn and will never be emerge from under my comforter,0
1709,"That moment your mom buys you a Phone, (._.) and she buys the exact phone you told her not to buy.   I hate ",that moment your mom buy you a phone and she buy the exact phone you tell her not to buy i hate,0
1711,Last week in NYC... Can't beleive it's been two months already. Time goes SO fast !  ,last week in nyc cant beleive it be two month already time go so fast,0
1712,No one changed the radio station in the office. It's still on Christmas music.  ???­,no one change the radio station in the office it still on christmas music,0
1713,Yep...I have them feels right now   pic.twitter.com/BafudqfBEy,yepi have them feel right now,0
1714,OKAY! TAAS NA KAMAY KO! DI KO MARETRIEVE UNG PICTURES FROM LAST NIGHT'S ROAD TOUR! KILL ME NOW!!! :'( ,okay taas na kamay ko di ko maretrieve ung picture from last night road tour kill me now,0
1715,Social media can be the worst thing ever!  ,social medium can be the bad thing ever,0
1717,Scratched 2 inches ice off the car 2 go sledging.After being done we had enough snow and stayed at home   pic.twitter.com/RaRHNljLMt,scratch inch ice off the car go sledgingafter be do we have enough snow and stay at home,0
1718,Duno why I decided to weigh myself and  check my bank balance all in one morning ,duno why i decide to weigh myself and check my bank balance all in one morning,0
1719,Cant believe theres less then a week to school! ,cant believe theres less then a week to school,0
1720,Not ready for vacation to be over.   ,not ready for vacation to be over,0
1723,"This can't be right, being back at work so soon ",this cant be right be back at work so soon,0
1724,"Apparently my stomach can no longer handle extra spicy chili without trying to kill me. What's next, rice pudding and Ensure? ",apparently my stomach can no longer handle extra spicy chili without try to kill me whats next rice pudding and ensure,0
1726,The only thing a selfie sunday reminds me of is that tomorrow is monday ,the only thing a selfie sunday remind me of be that tomorrow be monday,0
1727,I'm so  that I dropped my phone in the toilet.... I'm no longer  for now....  ugggh,im so that i drop my phone in the toilet im no longer for now ugggh,0
1731,I was not included in that tweet... ,i be not include in that tweet,0
1733,"I seriously need to stay off Pinterest, I want to try too many things and my bank account just wont let me ???¢   .",i seriously need to stay off pinterest i want to try too many thing and my bank account just wont let me,0
1735,Granny's out ??? I shall eat chocolate to make myself feel better ???­    ??,granny out i shall eat chocolate to make myself feel well,0
1736,When the male elves on lord of the rings have better hair than you... ,when the male elves on lord of the ring have good hair than you,0
1737,Finally the fuck shit was sending fast ,finally the fuck shit be send fast,0
1738,Tyler and I need to stop watching sad movies ,tyler and i need to stop watch sad movie,0
1739,so my phones in rice because i dropped it in soup earlier  ,so my phone in rice because i drop it in soup earlier,0
1742,Would you sign a petition to have Barnes & Noble stay open past 9pm?  ,would you sign a petition to have barnes noble stay open past pm,0
1745,"God knows why we're  Only he can set us free ""For in much wisdom is much grief and he that increaseth knowledge increaseth sorrow""",god know why be only he can set u free for in much wisdom be much grief and he that increaseth knowledge increaseth sorrow,0
1746,4 days off in a row shld be nice but shittiest holiday in recent yrs. Xmas on Thur not ideal  home alone Thxgod  delivery,day off in a row shld be nice but shittiest holiday in recent yr xmas on thur not ideal home alone thxgod delivery,0
1747,Last play of my Raiders till August ,last play of my raider till august,0
1751,Medication doesn't teach  people how to feel better or do better; this is something they have to learn for themselves. ,medication doesnt teach people how to feel well or do good this be something they have to learn for themselves,0
1754,Love to find pics of me! (not my pic) Because love hurts ???§???¥    ??,love to find pic of me not my pic because love hurt,0
1756,So I had three big tubs of Ben & Jerrys at my mums and she gave them all to my sister  ???¢???¢???¢,so i have three big tub of ben jerry at my mum and she give them all to my sister,0
1758,Can't believe I had 4 days off work and I'm back in tomorrow  ????????,cant believe i have day off work and im back in tomorrow,0
1761,One more night in edinburgh would've been perfect ???© ,one more night in edinburgh wouldve be perfect,0
1762,Back in the toon ??? Get me home & into bed???« ,back in the toon get me home into bed,0
1764,Got to regretfully admit that this years Top Gear Christmas Special was rubbish. The only good thing was the cars :-/ ,get to regretfully admit that this year top gear christmas special be rubbish the only good thing be the car,0
1765,Won't get to see the Amazing Beautiful adopted mom on New Years Eve didn't see her on Christmas either     :-(,wont get to see the amazing beautiful adopt mom on new year eve didnt see her on christmas either,0
1766,The ravens are up 20-10 over the browns with under 4 mins to go. It isn't looking good for the texans.   ,the raven be up 10 over the brown with under min to go it isnt look good for the texan,0
1768,should of just slept through this charger game ,should of just sleep through this charger game,0
1769,Wondering whether Flight travelling is safe?  How can a plane just go missing?  ,wonder whether flight travelling be safe how can a plane just go miss,0
1770,Mi stress out...Spanish Town Shopping Centre celebrating 25yrs and mi memba when dem had the groundbreaking   ,mi stress outspanish town shopping centre celebrate yr and mi memba when dem have the groundbreaking,0
1771,damn blizzard in rankin making me wait longer to see my babe ???©,damn blizzard in rankin making me wait longer to see my babe,0
1772,Noooo Jim?????­ You will be missed next season! ,noooo jim you will be miss next season,0
1776,Chris is leaving and dad isn't here and Made isn't here to clean and the weather isn't super amazing ,chris be leave and dad isnt here and make isnt here to clean and the weather isnt super amazing,0
1777,Last Sunday being able to watch the purple and gold for awhile ???? ,last sunday be able to watch the purple and gold for awhile,0
1778,Wish I was watching a meaningful game. ,wish i be watch a meaningful game,0
1779,Last red zone Sunday for a long time ,last red zone sunday for a long time,0
1780,sometimes i have dreams that 5sos are my bestfriends& we hangout a lot but then i wake up and realize they don't know i exist ,sometimes i have dream that sos be my bestfriends we hangout a lot but then i wake up and realize they dont know i exist,0
1782,Can't believe I've had 9 days off already and that I'm back to work tomorrow! ,cant believe ive have day off already and that im back to work tomorrow,0
1783,Start rehearsals for RSC Open Stages Macbeth next Sunday! Should be good if I can get in the mood! ,start rehearsal for rsc open stage macbeth next sunday should be good if i can get in the mood,0
1786,Cracking on with these masters assignments! ???£ only 4 to go without any being completed already! ,crack on with these master assignment only to go without any be complete already,0
1788,"So after a 10 month hiatus, I watch a movie in a multiplex and it's Ugly! Maybe I was better off not watching any. ",so after a month hiatus i watch a movie in a multiplex and it ugly maybe i be good off not watch any,0
1789,Give up now on the one I like and I'll regret it the rest of my life... ,give up now on the one i like and ill regret it the rest of my life,0
1790,Spending my last day off in bed rough as hell... And the sun is shining ??? ,spending my last day off in bed rough a hell and the sun be shin,0
1791,Mind that night out I had over Christmas?! Nah me either! ,mind that night out i have over christmas nah me either,0
1792,Turning 25 in a few weeks... Getting old sucks!!! ,turn in a few week get old suck,0
1793,Back to work this morning! :( ,back to work this morning,0
1794,So I fucked up my car ?? now I can't sleep ,so i fuck up my car now i cant sleep,0
1796," or ? Non-Profit Organization offers help, 24/7. 1-800-273-TALK (8255)",or nonprofit organization offer help 7 800273talk 8255,0
1799,More snow in Boise than here in the AK ,more snow in boise than here in the ak,0
1800,watching my sister's keeper this late was not my best idea ,watch my sister keeper this late be not my best idea,0
1801,I literally tweeted I don't like people ate Stevenson and got more favorites on that than I do on a picture of me??? ,i literally tweet i dont like people eat stevenson and get more favorite on that than i do on a picture of me,0
1802,Three blunts left then I have to re-up  ,three blunts leave then i have to reup,0
1803,11:05 on a Saturday and im home alone watching Eragon.  ,05 on a saturday and im home alone watch eragon,0
1805,Been listening to Metallica and Nirvana the whole day. ,be listen to metallica and nirvana the whole day,0
1806,I always get  between Dec. 26 and . And really on into January. ?,i always get between dec and and really on into january,0
1811,OTH got me feeling some type of way.  ???­,oth get me feel some type of way,0
1812,"Seriously missing summer, got my blonde highlights, nude nails & workouts ready for 2015... Oh wait it's fucking -49 degrees out ",seriously miss summer get my blonde highlight nude nail workout ready for oh wait it fucking degree out,0
1814,Not looking forward to the last day of @nflredzone tomorrow. ,not look forward to the last day of tomorrow,0
1817,"I took an order to people who lived in a million dollar home, and they didn't even tip ??? ",i take an order to people who live in a million dollar home and they didnt even tip,0
1818,@FreshFryBread lol! How am I supposed 2 play said tune when   ect?,Laughing Out Loud how be i suppose play say tune when ect,0
1819,not even in school and anatomy still manages to ruin my day. fuck that bitch of a teacher too ???­???­???­???­ ,not even in school and anatomy still manage to ruin my day fuck that bitch of a teacher too,0
1820,My Hoosiers and Cards both lost today???© AND the sun has been out 2x in the past 13 days!!  ,my hoosier and card both lose today and the sun have be out x in the past day,0
1821,Have to get up at 5am for work.   pic.twitter.com/LevUGdTSnP,have to get up at be for work,0
1822,And again the same problems as all season and last year and the year before.  ,and again the same problem a all season and last year and the year before,0
1823,"??â¢What ""I'm Fine"" really meansâ¢??   pic.twitter.com/8AGOTjdGZh",what im fine really mean,0
1824,"I lost a bet to my nephew, Lucas! This is what I'm wearing for the rest of the day.   pic.twitter.com/Y1H0s3lTmO",i lose a bet to my nephew lucas this be what im wear for the rest of the day,0
1825,Getting on the jd and coke   ,get on the jd and coke,0
1827,So what do you do when your favorite chinese restaurant closes after coming in for 10 years? You go into withdrawal.  ,so what do you do when your favorite chinese restaurant close after come in for year you go into withdrawal,0
1829,Binge/purge: once. Eat/purge: once. Only two thirty. Fuck this. I'm going to bed.  ,bingepurge once eatpurge once only two thirty fuck this im go to bed,0
1831,Hope he gets better ?? â@MickeyDeadBish: Uncle Back In The Hospital â,hope he get good uncle back in the hospital,0
1833,Just watched The Hobbit The Battle of The Five Armies... I am weak... so so so damn weak... :'(  ... ,just watch the hobbit the battle of the five army i be weak so so so damn weak,0
1835,"Went to  earlier today, didn't feel like buying anything ???©. ",go to earlier today didnt feel like buy anything,0
1836,This game in El Paso looks like a high school game ,this game in el paso look like a high school game,0
1837,In the bath swimming about like a dolphin and there's not hot water left fml  ,in the bath swim about like a dolphin and theres not hot water leave My Life Sucks,0
1838,Holy moley this is the dreaded moment... when an extrovert is alone for the first time after the holidays ???­  ,holy moley this be the dreaded moment when an extrovert be alone for the first time after the holiday,0
1839,@CarreraE3 Why would you introduce me to a show with only one season?! Brooklyn Nine-Nine come back!   ,why would you introduce me to a show with only one season brooklyn ninenine come back,0
1840,Didnt find out until later. Ths is the LAST burger I'll eat frm Four Winds in GA. They closed for good...   pic.twitter.com/TrA5cuVqyk,didnt find out until late th be the last burger ill eat frm four wind in ga they close for good,0
1841,a neend in need is a neend indeed   ,a neend in need be a neend indeed,0
1842,"Irrespective of the level someone is , sympathizing will definitely help him/her have some rest.",irrespective of the level someone be sympathize will definitely help himher have some rest,0
1843,Should really now start this 3000 word essay and revision   ,should really now start this word essay and revision,0
1847,Damn so much snow why did I even look outside  ???,damn so much snow why do i even look outside,0
1848,I gotta get dressed for work now  ???­???­???­,i gotta get dress for work now,0
1849,Well just thoroughly depressed myself while sifting through photos from Australia to burn to CD for my Nana  ,well just thoroughly depress myself while sift through photo from australia to burn to cd for my nana,0
1850,getting my hair cut today ????????  ,get my hair cut today,0
1851,Woke up looking at my poor shattered phone ,wake up look at my poor shatter phone,0
1853,Love that character     pic.twitter.com/uRCSKr2or8,love that character,0
1854,Before you label yourself as  or low  make sure you're not simply in fact surrounded by... pic.twitter.com/QrpK8Kn9pR,before you label yourself a or low make sure youre not simply in fact surround by,0
1857,Why is it the most depressing thing when your book ends....... Especially not in a satisfactory way! ???­???­???­???­???  ,why be it the most depressing thing when your book end especially not in a satisfactory way,0
1858,Back at work! ! This week off went so fast ;(,back at work this week off go so fast,0
1859,Grinchmas ends in a week and I haven't gone and probably won't go. ??? ,grinchmas end in a week and i havent go and probably wont go,0
1860,"Also, I finally caved and ""viewed my year"" on fb. Made me feel more  than  ....thanks, Facebook. ???¬",also i finally cave and view my year on fb make me feel more than thanks facebook,0
1864,What do you do when your mother starts to hate a person you love?   pic.twitter.com/MTXm2Hxduj,what do you do when your mother start to hate a person you love,0
1867,Now that I've seen all of the The Lord Of the Rings movies I have nothing to look forward to... ,now that ive see all of the the lord of the ring movie i have nothing to look forward to,0
1869,why would someone write a movie like The Fault in Our Stars? :'( ,why would someone write a movie like the fault in our star,0
1875,I really hate movies about relationships. ,i really hate movie about relationship,0
1876,I am in complete Christmas withdrawl #???¥  ,i be in complete christmas withdrawl,0
1878,@TeeqoFaZe Didnt make the Teeqo OMEGLE CUT!!!!! :( ,didnt make the teeqo omegle cut,0
1879,cannot believe i finished all 6 seasons of gossip girl in a weekâ¦. ,cannot believe i finish all season of gossip girl in a week,0
1880,Like I'm going for a subway when I clearly shud be eating salad ??·???­ ,like im go for a subway when i clearly shud be eat salad,0
1881,Dwight Howard been playing like his girl broke up with him or something ,dwight howard be play like his girl break up with him or something,0
1882,It's depressing because it's true???   pic.twitter.com/HNIl8JFKDx,it depressing because it true,0
1883,This year was the first time I couldnt make it home for Christmas ,this year be the first time i couldnt make it home for christmas,0
1884,"Is the  clinically ? FT, 22 dec.  pic.twitter.com/OOpadOAi5M",be the clinically ft dec,0
1887,I'm not go to the beach next week ,im not go to the beach next week,0
1888,Oh sorry I'm on your bestfriends list?   ,oh sorry im on your bestfriends list,0
1889,I need a concert in my life ???   ,i need a concert in my life,0
1890,2015 hasnt started yet and I'm already fed up with it ,hasnt start yet and im already feed up with it,0
1891,rules  doesn't don't let it win ?????????????????,rule doesnt dont let it win,0
1892,No one chooses . Its an illness not a choice.,no one choose it an illness not a choice,0
1895,"It is all the same. Goodbye to crappy 2014, howdy and welcome equally crappy 2015! ???   ",it be all the same goodbye to crappy howdy and welcome equally crappy,0
1896,I know  can be hard to live with don't waste your life help is always available seek it out ,i know can be hard to live with dont waste your life help be always available seek it out,0
1897,"My wish for 2015 is that no one suffering from  should EVER feel alone. That they would receive help, love, support & kindness.",my wish for be that no one suffering from should ever feel alone that they would receive help love support kindness,0
1898,The  is no joke as I have suffered from   myself at this time of year I implore you to look after yourself & loved ones,the be no joke a i have suffer from myself at this time of year i implore you to look after yourself love one,0
1899,We're an hour away from the toughest months for people suffering from . Please keep a lookout on those nearest & dearest to you,be an hour away from the tough month for people suffer from please keep a lookout on those near dearest to you,0
1900," is a garment of heaviness, another evil device of the devil, watch it!",be a garment of heaviness another evil device of the devil watch it,0
1901,"Reminder: Our office is closed tomorrow, Thursday January 1, 2015. See you in the new year!   ",reminder our office be close tomorrow thursday january see you in the new year,0
1903,"I will always love Spud.She is my rock and at low times, like now,she is my anchor.Happy new year Spud ",i will always love spudshe be my rock and at low time like nowshe be my anchorhappy new year spud,0
1905,"2014 has been super kind to me, I'll never forget it. Total lifechanger. Best year I've had since I was a teen. Blessed ",have be super kind to me ill never forget it total lifechanger best year ive have since i be a teen bless,0
1906," the road to recovery is a long and winding road that, may or may not actually be conquered. Try or die trying ",the road to recovery be a long and wind road that may or may not actually be conquered try or die try,0
1907,I know it's only pretend but Steve's story is really upsetting me  ,i know it only pretend but steves story be really upsetting me,0
1908,need to understand that  is NOT a phase it is the .,need to understand that be not a phase it be the,0
1911," and hell are exactly alike, except sometimes you get brief respites in hell.",and hell be exactly alike except sometimes you get brief respite in hell,0
1912,My heart goes out to Steve in Corrie. Know where yr coming from mate ,my heart go out to steve in corrie know where yr come from mate,0
1913,thankfully music saves me everything  ,thankfully music save me everything,0
1914,When you lose you McDonald's name tag   ,when you lose you mcdonalds name tag,0
1915,This Ole Miss game is depressing to watch   ,this ole miss game be depress to watch,0
1917,How come theres no support or advice for people with  in the  Credits? Still frowned upon!  Disgusting!,how come theres no support or advice for people with in the credit still frown upon disgust,0
1918," aw this Steve story is heartbreaking.  is THE Worst feeling in the world. Well done, great job on storyline ???",aw this steve story be heartbreaking be the bad feeling in the world well do great job on storyline,0
1919,just cried floods of tears whilst watching 'gogglebox',just cry flood of tear whilst watch gogglebox,0
1922,"Psalm 34:17 KJV The righteous cry, and the Lord heareth, and delivereth them out of all their troubles.   ",psalm 17 kjv the righteous cry and the lord heareth and delivereth them out of all their trouble,0
1926,Ultimate step to overcoming  and  is to make a positive decision YOU are going to do something about it and when.,ultimate step to overcome and be to make a positive decision you be go to do something about it and when,0
1928,Let the  and  games Begin!!  pic.twitter.com/jEa3RabTqs,let the and game begin,0
1929," - worst day, 13 July, occasion-  final , min-  ..i couldn't eat my food for days..the sleep was gone.  ",worst day july occasion final min i couldnt eat my food for daysthe sleep be go,0
1930,It's not selfish to love yourself...it's necessary.     pic.twitter.com/cemC66SQc3,it not selfish to love yourselfits necessary,0
1931,You do NOT have to be a victim of  or . Change is easier than you may think; you just have to go about it the right way.,you do not have to be a victim of or change be easy than you may think you just have to go about it the right way,0
1934,How was your ? Great fun or did you fake enjoyment? Feeling the same about New Years Eve? Need to talk?  ,how be your great fun or do you fake enjoyment feel the same about new year eve need to talk,0
1935,"Be yourself. If you can't love who u are then how can u expect someone to ""love""u.    ",be yourself if you cant love who You be then how can You expect someone to loveu,0
1936,"The only possible  for  is trying to convince him/her by a huge . Of course they are right, come on!",the only possible for be try to convince himher by a huge of course they be right come on,0
1937,this year started off horrible and ended great. a lot can happen in a year.. ,this year start off horrible and end great a lot can happen in a year,0
1938,to combat  make your bed in the AM so you're less inclined to get back in it & stay there all day.,to combat make your bed in the be so youre less inclined to get back in it stay there all day,0
1939,Low vitamin D levels contribute to .,low vitamin d level contribute to,0
1940,"5th step to overcoming  and  is to open your mind, it's your own belief systems that are screwed up.  Find another truth.",th step to overcome and be to open your mind it your own belief system that be screw up find another truth,0
1941,So it's New Year's Eve and I have no plans for New Year's Eve ,so it new year eve and i have no plan for new year eve,0
1942,Taking the Christmas decorations down today ???­ ,take the christmas decoration down today,0
1943,I hate new year  .___.    ,i hate new year,0
1944,Wasted breath. I wish you more smiles and less stress for the new year.     pic.twitter.com/BpqfpIYq9C,waste breath i wish you more smile and less stress for the new year,0
1945,Won't you take me to Funky Town ... at Hanover Park Terminus.  ,wont you take me to funky town at hanover park terminus,0
1946,About the friendship of to giants bound by the black dog    pic.twitter.com/CV6CRYPrKm,about the friendship of to giant bind by the black dog,0
1947,Always sad on New Year ??? Diff time of year 4 lot ppl. Always the hope the next year will b better.  wd b nice 2  ,always sad on new year diff time of year lot ppl always the hope the next year will b good wd b nice,0
1949,Low brain serotonin levels and the range of emotion available to sufferers of major depressive disorder   pic.twitter.com/HjjybMDHaX,low brain serotonin level and the range of emotion available to sufferer of major depressive disorder,0
1951,"4th step to overcoming  and  is to accept you need help, if you could have done it yourself, you would have, true?",th step to overcome and be to accept you need help if you could have do it yourself you would have true,0
1952,"  Group is open every Wednesday, 3pm - 5pm at The Zion Centre, M15 4ZY. Call us for more info: 0161 226 3871",group be open every wednesday pm pm at the zion centre m15 zy call u for more info,0
1953,People with  or  think everything is about them.   can help you step back and see the big picture.,people with or think everything be about them can help you step back and see the big picture,0
1954,This is a time of year that people are loneliest. Give that lonely person a call or SMS to let them know you care  ,this be a time of year that people be lonely give that lonely person a call or sm to let them know you care,0
1955,"3rd step to overcoming  and  is to realise that you need to change something. Do the same things, get the same results",rd step to overcome and be to realise that you need to change something do the same thing get the same result,0
1956,@ddlovato rowing 3000 miles across the Atlantic Ocean with  and  in a fight to  can I get a RT please ??????,row mile across the atlantic ocean with and in a fight to can i get a rt please,0
1957,"New Years Eve- The night I dread and dislike the most,particularly at the moment. ",new year eve the night i dread and dislike the mostparticularly at the moment,0
1958,New years eve smh I wish I could take it back I miss u so ur smile ur laugh I want it all back but I cnt   ,new year eve smh i wish i could take it back i miss You so ur smile ur laugh i want it all back but i cnt,0
1959,is part of nature's survival system explains my guest John Shearer.,be part of nature survival system explain my guest john shearer,0
1960,it will get better soon..... HOPEFULLY  pic.twitter.com/FwDjSaurI3,it will get well soon hopefully,0
1963,I'm honestly really sad it's not snowing here  ,im honestly really sad it not snow here,0
1964,Combined with ignorance on mental health. How hard is it to at least accept that the brain might be a really complicated organ? ,combine with ignorance on mental health how hard be it to at least accept that the brain might be a really complicate organ,0
1965,This is why I can never be alone. ,this be why i can never be alone,0
1967,Robert looks like a lesbian   ,robert look like a lesbian,0
1968," 2 dosorder (hypomania and ) is about 20%, while lesser grade Bipolar Spectrum Disorder is about 70 %",dosorder hypomania and be about while less grade bipolar spectrum disorder be about,0
1969,Deer season has flown by this year... ,deer season have fly by this year,0
1970,"Therapy is all screwed up during the holidays, left me feeling out of sorts worse than the holidays themselves  ",therapy be all screw up during the holiday leave me feel out of sort bad than the holiday themselves,0
1971,Whatever it takes to keep fucking  and bastard  at bay.  Wishing you a bloody happy New Year!  pic.twitter.com/3qWP4Lt25E,whatever it take to keep fucking and bastard at bay wish you a bloody happy new year,0
1972,"The  in  disorder is deeper, darker, and more persistent than in unipolar disorder (depression).",the in disorder be deep darker and more persistent than in unipolar disorder depression,0
1974,"Most of the time those who suffer with  disorder spend it in , not in mania or hypomania.",most of the time those who suffer with disorder spend it in not in mania or hypomania,0
1976,I am finally feeling better. It's good to support each other when going thru things like . We all  each other out. ,i be finally feeling well it good to support each other when go thru thing like we all each other out,0
1977,"If u feel lonely, afraid, desperate, empty inside, SUICIDAL..u r not alone. I've been there...& not that long ago.   ",if You feel lonely afraid desperate empty inside suicidalu r not alone ive be there not that long ago,0
1979,I can now see all of your tweets on one timeline. Makes life a lot easier. Just say hello and I will add you!  ,i can now see all of your tweet on one timeline make life a lot easy just say hello and i will add you,0
1983,Johnny Cash going on day three sleeping in my bed. I must be severely depressed cus he can sense it.  ,johnny cash go on day three sleeping in my bed i must be severely depressed cu he can sense it,0
1984,I'm not sure why we get excited for  it's just one day closer to our deaths   - anyhow drink up tonight ???,im not sure why we get excite for it just one day close to our death anyhow drink up tonight,0
1988,Sometimes we need to revisit old places of pain to heal. ,sometimes we need to revisit old place of pain to heal,0
1989,To Heal  you must make friends with your emotions. This creates the right conditions in which healing can occur. Please RT!,to heal you must make friend with your emotion this create the right condition in which healing can occur please rt,0
1990,Drinking my first pint at 10 in the morning fact ,drink my first pint at in the morning fact,0
1991,"""@bandobssessedm: I deserve every single one of them.    pic.twitter.com/KQKxsY3KZX""",i deserve every single one of them,0
2006,"When your 14 year old son looks to go to New Year's Eve party and your stuck in, must mean getting old ",when your year old son look to go to new year eve party and your stuck in must mean get old,0
2007,Perpetrators admit that it was never the fault of the victim.  Scarred and faultless are the victims of sexual violation. ,perpetrator admit that it be never the fault of the victim scar and faultless be the victim of sexual violation,0
2008,I am currently accepting new clients for Online Mindfulness Therapy via Skype for  & . Email me. Please Retweet!,i be currently accept new client for online mindfulness therapy via skype for email me please retweet,0
1,I feel like I'm annoying like Always,i feel like im annoy like always,1
6,"Annoyed, sad, disappointed. Can anything go right lately.?   ",annoy sad disappoint can anything go right lately,1
8,I wanna die. Stop to cry.,i wanna die stop to cry,1
9,My God we live in a sick world!   ,my god we live in a sick world,1
19,"I don't give two shits anymore about anyone who cba with me, your like the cancer that is killing my nan so Fuck you ",i dont give two shit anymore about anyone who cba with me your like the cancer that be kill my nan so fuck you,1
21,I can't even think about football let alone watch it this afternoon,i cant even think about football let alone watch it this afternoon,1
23,Truth is.... I loved you so much. And you broke my heart.,truth be i love you so much and you break my heart,1
24,We're just sad teens with a happy face,be just sad teen with a happy face,1
25,Feeling so UnLucky in life..   ??,feel so unlucky in life,1
27,That dismissal has me looking for a strong drink :(,that dismissal have me look for a strong drink,1
28,"Making me so happy that I forget to be  ,   and   . Thank you, baby ????",make me so happy that i forget to be and thank you baby,1
29,"how much attention does a kid need that he tags  and  on his instagram post, man up lil bih",how much attention do a kid need that he tag and on his instagram post man up lil bih,1
31,xmas is over and apart from my kids happy faces its all been a bit meh this year.,xmas be over and apart from my kid happy face it all be a bit meh this year,1
33,I am annoyingI tried text my friendshe said she was dealing with something*sigh*I just need someone talk to,i be annoyingi tried text my friendshe say she be deal with somethingsighi just need someone talk to,1
