Unnamed: 0,tweet,tweet_processed
860,", , ,.. Stfu You're only 15 You just started your life",stfu youre only you just start your life
861,Literally going to make 2016 the best of it cause this year was true hell  ????,literally go to make the best of it cause this year be true hell
862,I find  to be very useful. They give me lots of things to be  about in the coming year.,i find to be very useful they give me lot of thing to be about in the coming year
863,Omg doorbell ring and I thought it was himI hate anxiety attacks,omg doorbell ring and i think it be himi hate anxiety attack
864,I don't remember the last time I've cried this much from being sick.    ????????,i dont remember the last time ive cry this much from be sick
865,It really needs to start snowing,it really need to start snow
866,No more scioly for the rest of the year,no more scioly for the rest of the year
867,when u want bae to be bae but he caps ur relationship at fam,when You want bae to be bae but he cap ur relationship at fam
868,I'll just stay in bed today,ill just stay in bed today
869,Feeling very very lazy to pack :( I don't want to go home just yet !!   ????,feel very very lazy to pack i dont want to go home just yet
870,"I don't want to be here anymore, and nobody would care if i did go, so why am I still here?   ",i dont want to be here anymore and nobody would care if i do go so why be i still here
871,So far he stop texting meafter I said somethingso hopefully he doesn't show up at my house,so far he stop texting meafter i say somethingso hopefully he doesnt show up at my house
872,Dan is  ????because he never  ????????because his parents are  ???????1RT= 1 minute ???? of sleep ???? for DanIsNotOnFire????????,dan be because he never because his parent be 1rt minute of sleep for danisnotonfire
873,I just asked this customer about her cable box and she went left field and was telling me all the issues in her life ????,i just ask this customer about her cable box and she go left field and be tell me all the issue in her life
874,Officially done with greys anatomy ????????,officially do with grey anatomy
875,You don't matter anymore- feeling down ????  ????,you dont matter anymore feel down
876,Working on the day before new eve's day... Oh how I miss my childhood and those long christmas/new years breaks...,work on the day before new eve day oh how i miss my childhood and those long christmasnew year break
877,Crying once againI have something repeating in my head over and overI'm crying,cry once againi have something repeating in my head over and overim cry
878," or ? Non-Profit Organization offers help, 24/7. 1-800-273-TALK (8255)",or nonprofit organization offer help 7 800273talk 8255
879,6 Day Cooldown on CSGO competitive only cause i kicked an AFK! Thats dumb ...,day cooldown on csgo competitive only cause i kick an Away From Keyboard thats dumb
880,My night was amazing and awesome than it turned to shit really quickly,my night be amaze and awesome than it turn to shit really quickly
881,"Sleeping for 12+ hours at a time, and fantasizing about ways to kill myself. ",sleep for hour at a time and fantasize about way to kill myself
882,I can't sleep knowing Brittany is leaving in a couple days.. ????????,i cant sleep knowing brittany be leave in a couple day
883,When you feel like you have no friends at work anymore    out,when you feel like you have no friend at work anymore out
884,Headaches suck after crying so muchbut he finally texted me????,headache suck after cry so muchbut he finally texted me
885,I feel like he lost interest in me he doesn't text me backcrying suckswhen he saw your story on snapchat,i feel like he lose interest in me he doesnt text me backcrying suckswhen he saw your story on snapchat
886,I don't think I wanna see  for awhile  Disney you went to far with the feels.. and I thought Brother Bear was bad,i dont think i wanna see for awhile disney you go to far with the feel and i think brother bear be bad
887,My family has been using my blue oil like its water and I gave Ahmed my last blue oil,my family have be use my blue oil like it water and i give ahmed my last blue oil
888,Why do you cut your ankle? It's easier to hide and I can't handle people finding out they'll pretend to care and hurt me again,why do you cut your ankle it easy to hide and i cant handle people find out theyll pretend to care and hurt me again
889,"they don't see me when I'm crying running a blade down my ankle, maybe then they'd think twice before they said what they said ",they dont see me when im cry run a blade down my ankle maybe then theyd think twice before they say what they say
890,Balling my eyes out because I only have 3 days left with Zachary and I work....????,ball my eye out because i only have day leave with zachary and i work
891,*sigh* ???? I haven't cried so muchI'm in so much pain,sigh i havent cry so muchim in so much pain
892,The  people are often also the most .,the people be often also the most
893,That moment when you get blindsided by something you wasn't expecting & now in a state of total disappointment & heartache....,that moment when you get blindside by something you wasnt expect now in a state of total disappointment heartache
894,Art hasn't tweeted lately because he lacks  access (and also access to ropes and sharp objects). He's .,art hasnt tweet lately because he lack access and also access to rope and sharp object he
895,just so depressed anymore ????????    pic.twitter.com/rcv1I6pAk7,just so depressed anymore
896,"If I could, I would stay in bed until next Monday. ",if i could i would stay in bed until next monday
897,Cant wear makeup for a while ????,cant wear makeup for a while
898,Why did I just read through my old DMs. Fml,why do i just read through my old dm My Life Sucks
899,Victoria secret has a sale but my wallet is dry af'????,victoria secret have a sale but my wallet be dry af
900,"Always thought helping others would come back when you need it most, unfortunately beginning to think otherwise...  ",always think help others would come back when you need it most unfortunately begin to think otherwise
901,Accept that you are  and its not your fault. Telling yourself to ??Pull yourself together or ??Snap out of it wont help.,accept that you be and it not your fault tell yourself to pull yourself together or snap out of it wont help
902,"I was at my aunt's, all happy with my cousins and no music. My dad picks me up and he starts arguing with me now I need my music ",i be at my aunt all happy with my cousin and no music my dad pick me up and he start argue with me now i need my music
903,Apparently you get a free pass just by mentioning    Where was I on the free badge day??!!,apparently you get a free pas just by mention where be i on the free badge day
904,I'm in desperate need of a good hug and a hot cup of coffee. I have no one here to hug me right now and no coffee maker at all.,im in desperate need of a good hug and a hot cup of coffee i have no one here to hug me right now and no coffee maker at all
905,I am so damned sick of the near-zero degree temperatures we've had since Xmas eve. I just want to be warm again...,i be so damned sick of the nearzero degree temperature weve have since xmas eve i just want to be warm again
906,idk what to do with this acc - #  pic.twitter.com/uOmcxfhKxk,idk what to do with this acc
907,On the way to Harris teeter I see white ducks on the way back I see dead ducks and white feathers everywhere,on the way to harris teeter i see white duck on the way back i see dead duck and white feather everywhere
908,Been kicked to the kerb by a big company yet again in my quest 4 a decent job,be kick to the kerb by a big company yet again in my quest a decent job
909,I decided to get fat over the holidays from thanksgiving to New Years. This is my last week of pigging out,i decide to get fat over the holiday from thanksgiving to new year this be my last week of pig out
910,Bloody bath.     pic.twitter.com/FTAiXlH8zD,bloody bath
911,Not having a good week,not have a good week
912,"You promised you wouldn't leave, lie or hurt me. . .  But now I'm stuck being all alone, waiting for you to need me again. . .   ",you promise you wouldnt leave lie or hurt me but now im stuck be all alone wait for you to need me again
913,"Guys, I have nothing to live for. I am tired of living here. Even my friends couldn't cheer me up.   ",guy i have nothing to live for i be tire of living here even my friend couldnt cheer me up
914,What should i do with my life...so many things that i should do but so many things i dont wanna be doing,what should i do with my lifeso many thing that i should do but so many thing i dont wanna be do
915,I'm the most  person whn i am at home i guess..cuz thn u huv enough time to think abt all the nonsense!!,im the most person whn i be at home i guesscuz thn You huv enough time to think abt all the nonsense
916,I'm definitely not bringing them out in this weather to get a coffee.,im definitely not bring them out in this weather to get a coffee
917,"There's a moment na I'm not happy anymore. Even if I have a bit of freedom, cars, money, gadgets, I can't help it.  ",there a moment na im not happy anymore even if i have a bit of freedom car money gadget i cant help it
918,I guess my vacation is over... Back to work I go.  ????,i guess my vacation be over back to work i go
919,You get  because you know that you're not what you should be...,you get because you know that youre not what you should be
920,Chris Lynn just beat my ATAR,chris lynn just beat my atar
921,Look at me now how  a then a mufuckha,look at me now how a then a mufuckha
922,Why do people have a constant desire to talk to me? Can't y'all just leave me alone to be miserable and wallow in self loathing?,why do people have a constant desire to talk to me cant yall just leave me alone to be miserable and wallow in self loathing
923,It's my 21st today. And about 3% people actually give a damn.,it my st today and about people actually give a damn
924,"Gene Simmons, Ph.D. offers mental wellbeing to  souls. ",gene simmons phd offer mental wellbeing to souls
925," or ? Non-Profit Organization offers help, 24/7. 1-800-273-TALK (8255)",or nonprofit organization offer help 7 800273talk 8255
926,Music is just my best friendfix everything I guess,music be just my best friendfix everything i guess
927,Crying so muchI fuck up he's just reading my messages,cry so muchi fuck up he just read my message
928,Thankxxx God Mids of B.Ed Over But.....  Finals of LL.B ahead....  Starting of New Year with Examsss.....,thankxxx god mids of bed over but final of llb ahead start of new year with exam
929,May have to cut down on the Mexican foods.,may have to cut down on the mexican food
930,Last time hanging with silken and dorian before they move to Florida,last time hang with silken and dorian before they move to florida
931,staying up late because mommies not home   ????,stay up late because mommy not home
932,Looks like I'm getting super greenied and watching Portlandia,look like im get super greenied and watch portlandia
933,Hammered af. And just watched the bengals lose.,hammer af and just watch the bengal lose
934,Don't know why I feel so  today. :/,dont know why i feel so today
935,This night went to hellcan't I ever shut up,this night go to hellcant i ever shut up
936,I strongly believe in there if  for everyone. I haven't met it yet.,i strongly believe in there if for everyone i havent meet it yet
937,"Was it the molly that made you ""like"" me?  ",be it the molly that make you like me
938,"All my pals shopping together, getting food, getting steaming and going to clubs while I'm slaving away on the night shift ",all my pal shop together get food get steaming and go to club while im slave away on the night shift
939,"We planned for this wedding 362 days, all for Mother Nature to go and fuck everything up...thanks a bunch ",we plan for this wedding day all for mother nature to go and fuck everything upthanks a bunch
940,Had to return this whip today   ???? pic.twitter.com/uzndmFgfXp,have to return this whip today
941,". Thinking, Am I where I am supposed to be?  If yes why do I feel so  and ?",think be i where i be suppose to be if yes why do i feel so and
942,After marathoning Chuck on Netflix I've finally finished it and now I'm depressed. Damn you  !!!  ?,after marathoning chuck on netflix ive finally finish it and now im depress damn you
943,If Only he loved Enuff to make me feel happy,if only he love enuff to make me feel happy
944,Damn I don't wanna go to work. :(  lmao,damn i dont wanna go to work Laughing
945,Operation hang out at the Cleveland airport today.,operation hang out at the cleveland airport today
946,Is it possible that universal justice & equality are simply un-realizable under the current regime? Is there no hope??,be it possible that universal justice equality be simply unrealizable under the current regime be there no hope
947,I finished Game of Thrones last night.....what am I gonna do with my life until April ?,i finish game of throne last nightwhat be i gonna do with my life until april
948,I guess I hurt everyoneI guess I'm just fucking liari can't take it anymore,i guess i hurt everyonei guess im just fuck liari cant take it anymore
949,"Watching the Victoria secret fashion show was an error, never want to eat again  ",watch the victoria secret fashion show be an error never want to eat again
950,I hate my lifeit never going get betterdepression is hellI feel no one understand meI only understand myself,i hate my lifeit never go get betterdepression be helli feel no one understand mei only understand myself
951,Why don't people listen?,why dont people listen
952,Honestly I wish I could be chilling with my bro right now.. ????????,honestly i wish i could be chill with my bro right now
953,These overwhelming emotions are too much,these overwhelming emotion be too much
954,Here he is again  can't bear him and he's stolen my sofa   pic.twitter.com/d7Goi5D2pZ,here he be again cant bear him and he steal my sofa
955,My friendknows how to make me feel happyhe's so kind,my friendknows how to make me feel happyhes so kind
956,I've been impressed by Karanka at Middlesbrough. Of course we'll stick with Martinez until he decides to leave. Becoming,ive be impress by karanka at middlesbrough of course well stick with martinez until he decide to leave become
957,"Well, the good thing is that I don't cut myself anymore tho. ",well the good thing be that i dont cut myself anymore tho
958,"Squad of donkeys, managed by an idiot, owned by a C***. Down + Out before we get to 2016  ",squad of donkey manage by an idiot own by a c down out before we get to
959,Wait. Dont you think that the scarves are actually teaser?,wait dont you think that the scarf be actually teaser
960,No matter how much you tell yourself that you've accepted relegation it takes a day like today to prove that you haven't,no matter how much you tell yourself that youve accept relegation it take a day like today to prove that you havent
961,brains have some of the most tiring dreams. Maybe because they're some of the most vivid?,brain have some of the most tiring dream maybe because theyre some of the most vivid
962,Achieved none of things I'd planned to do over holiday period. Can't get motivated & to be honest don't see the point.,achieve none of thing id plan to do over holiday period cant get motivate to be honest dont see the point
963,Weighing myself after the holidays was a terrible idea,weigh myself after the holiday be a terrible idea
964,????When your days are grey and he gets the best of you.....even when you don't want to. ????,when your day be grey and he get the best of youeven when you dont want to
965,2AM where do i begin? crying off my face again.,be where do i begin cry off my face again
966,What does murmuring and complaining do to our psyche?    Start thinking of what you have and say thanks you alive,what do murmur and complain do to our psyche start thinking of what you have and say thanks you alive
967,I wish the best to those dealing w/ an internal struggle like mine. I know how hard it can hit at times.Depression hurts.,i wish the best to those deal w an internal struggle like mine i know how hard it can hit at timesdepression hurt
968,I'm not doing so good????I keep overthinking    pic.twitter.com/EHOToC0XWD,im not do so goodi keep overthinking
969,"fuck no, rita died. I don't even wanna finish dexter ",fuck no rita die i dont even wanna finish dexter
970,I feel so fucking alone tonight I just don't even care about living right now.,i feel so fuck alone tonight i just dont even care about live right now
971,How many times I went through Hell? I can't remember ???????? cause I've been there to many times,how many time i go through hell i cant remember cause ive be there to many time
972,If I don't say goodbye that means you'll see me again maybe not right away but we'll meet again,if i dont say goodbye that mean youll see me again maybe not right away but well meet again
973,Laying in bed listening to Christmas music...,lay in bed listening to christmas music
974,2016 was the best year so far   ,be the best year so far
975,So over new years think I'm just going to sleep into the new year.  ,so over new year think im just go to sleep into the new year
976,I miss her so much ???© ,i miss her so much
977,If my life is goin to continue bein this boring then am definitely not ready for 2017 ,if my life be goin to continue bein this boring then be definitely not ready for
978,I get to spend New Year's home again alone and lonely. ??? ,i get to spend new year home again alone and lonely
979,World is crumbling around me but hey...2017 is nearly here...that should fix everything!! Haha yeah right :/  ,world be crumble around me but hey2017 be nearly herethat should fix everything haha yeah right
980,"don't know why i was   yesterday (yes i do) but today im usual happy, but fatigued. :)",dont know why i be yesterday yes i do but today im usual happy but fatigue
981,Happy New Year Got so much to do over next few months it's overpowering. Guess I'll start 2017  and try to work towards happy...,happy new year get so much to do over next few month it overpower guess ill start and try to work towards happy
982,I really feel lk crying right now   ,i really feel lk cry right now
983,no new years looks tonight girlies i am ,no new year look tonight girlies i be
984,"Sigh ??? another year coming to a close. For the first time in a while, I want to be alone.  (1/2)",sigh another year come to a close for the first time in a while i want to be alone 12
985,??it will be ok ??    pic.twitter.com/di7n1sDxAS,it will be ok
986,properly n also i am super  i jus wanna deactivate again,properly n also i be super i jus wanna deactivate again
987,Honestly I could use someone to talk to....,honestly i could use someone to talk to
988,Anyone got kik? I need someone to talk too   ,anyone get kik i need someone to talk too
989,Can't sleep..got so much on my mind ,cant sleepgot so much on my mind
990,I spent hundreds of dollars on makeup online to cover my ugly face ;-;   ,i spend hundred of dollar on makeup online to cover my ugly face
991,Sometimes  starts from being  or . For support and advice call 0808 808 2234. rb  pic.twitter.com/ie8cGAUNMv,sometimes start from be or for support and advice call rb
992,Not only have I posted a blog post daily for 2 months I've also filmed and uploaded a daily vlog whilst being severely  ,not only have i post a blog post daily for month ive also film and upload a daily vlog whilst be severely
993,"Wish I was one of those girls that has a dad that would do anything for them, not a jerk of a sperm donor ",wish i be one of those girl that have a dad that would do anything for them not a jerk of a sperm donor
994,We were going to bdubs today but not anymore  cacacaca,we be go to bdubs today but not anymore cacacaca
995,stage of my  when everything loosing meaning but i dont think i am ,stage of my when everything loose mean but i dont think i be
996,I've literally been in the bed all day. ,ive literally be in the bed all day
997,Having holiday for the first time in 4/5 years â¦ and i hate it.   ,have holiday for the first time in 5 year and i hate it
998,Forgot my cheese cake at work ,forget my cheese cake at work
999,I have to pick up all the pieces of my heart & dignity! All over again .. by myself .. that's so pathetic & humiliating .. ????¤§ ,i have to pick up all the piece of my heart dignity all over again by myself thats so pathetic humiliating
1000,The only bad thing about reading:  finishing a great book/series and getting sad that the story is over. ,the only bad thing about read finish a great bookseries and get sad that the story be over
1001,Made my day. Thankyou very much!! ... ,make my day thankyou very much
1002,Mystery solved. No wonder I'm a   ??????­ pic.twitter.com/axTpaQ3h0t,mystery solve no wonder im a
1003,One thing that always makes me sad is when I think about my life too much. The key is to keep myself distracted!  ,one thing that always make me sad be when i think about my life too much the key be to keep myself distracted
1004,I can be so emotional... Way too emotional! ,i can be so emotional way too emotional
1005,??you are significant ??    pic.twitter.com/28QHqxYkc9,you be significant
1006,Let's window-shop for pretty NYE dresses even though we know we'll be bedridden that night. Doesn't that sound fun??  ,let windowshop for pretty nye dress even though we know well be bedridden that night doesnt that sound fun
1007,When you repress your emotions so much it takes days to figure out you're not just being tired and lazy ,when you repress your emotion so much it take day to figure out youre not just be tire and lazy
1008,How is it that a  and  person can plan better for life than the people who wanna live?!,how be it that a and person can plan good for life than the people who wanna live
1009,Visited with my ex tonight. Not good.  ,visit with my ex tonight not good
1010,?????????????????????  Until the Game is officially over. I assume a Loss... Why?? Bylsma and Lehner. ????????????????????? ,until the game be officially over i assume a loss why bylsma and lehner
1011,"With two nurses in the family, dinner conversations consists of sad stories, bodily fluids and everything in between  ",with two nurse in the family dinner conversation consist of sad story bodily fluid and everything in between
1012,Can't for one moment think why I've never had a girlfriend. ???    pic.twitter.com/GkMrIhR6LI,cant for one moment think why ive never have a girlfriend
1013,Just got back home to Orlando ...or should I say just got back to my place of living Bc this doesn't feel like home.  ???©,just get back home to orlando or should i say just get back to my place of living bc this doesnt feel like home
1014,if I could I would feel nothing that's the truth and I don't care. the world is cold and life's not fair.   ,if i could i would feel nothing thats the truth and i dont care the world be cold and lifes not fair
1015,Saving up to buy a house so I guess I should stop going to the movies more than once to see my new favorite Disney movies ,save up to buy a house so i guess i should stop go to the movie more than once to see my new favorite disney movie
1016,I saw a wiener dog last night and I didn't pet it :( ,i saw a wiener dog last night and i didnt pet it
1017,Damn braids snatched out my edges ???©???©?? ,damn braid snatch out my edge
1018,There's only 2 things people can do for me. 1 help me become happy 2 explain to CID why my death wasn't prevented.  ,there only thing people can do for me help me become happy explain to cid why my death wasnt prevent
1019,What a pain in the ass day. ,what a pain in the as day
1020,"Omfgoodness! I have gained soooooooooo much weight, it is on like donkey Kong! ",omfgoodness i have gain soooooooooo much weight it be on like donkey kong
1021,Halloweentown was my fave Halloween movie.   :'),halloweentown be my fave halloween movie
1022,"life is too hard, and you don't have a clue to it. guess what, doing nothing can also kill yourself. ",life be too hard and you dont have a clue to it guess what do nothing can also kill yourself
1023,Just want to stay in bed all day... ,just want to stay in bed all day
1024,Deeply saddened about Carrie Fisher and Debbie Reynolds passing. My heart goes to their family and friends.  ,deeply sadden about carrie fisher and debbie reynolds pass my heart go to their family and friend
1025,If youre  youre living in the past. If youre  youre living in the future.  If youre at  youre living in the present,if youre youre living in the past if youre youre living in the future if youre at youre living in the present
1026,When monty and I read a list of all the great people we lost this year   ,when monty and i read a list of all the great people we lose this year
1027,??your feelings are important ??    pic.twitter.com/POSQSHqCna,your feeling be important
1028,I shouldnt let it bother me but it does. I hate nights like this when my thoughts wont leave me in peace.  ,i shouldnt let it bother me but it do i hate night like this when my thought wont leave me in peace
1029,lexis so beautiful it makes me ,lexis so beautiful it make me
1030,I don't know why these whole things are happening to me. I feel so  and . I don't know what to say to my parents too. ,i dont know why these whole thing be happen to me i feel so and i dont know what to say to my parent too
1031,why am i so ?â¦.oh thatâs right Iâm writing .,why be i so oh thats right im write
1032,Maybe I won't see 2017. I don't know.   ,maybe i wont see i dont know
1033,Having a day where I hate myself for not perusing art stuff harder & being too sad to do anything about that.  ,have a day where i hate myself for not peruse art stuff harder be too sad to do anything about that
1034,I am the blue ball.     pic.twitter.com/Cy0nFtBk1I,i be the blue ball
1035,The team looked so uninspired after 20-30 mins day. You'd think the HT team talk would have helped. Guess again.  ,the team look so uninspired after 30 min day youd think the ht team talk would have help guess again
1036,my vibe is being  and  in my local Texas Roadhouse,my vibe be be and in my local texas roadhouse
1037,"A year ago we was 38,000ft up in the air, en route to Australia via Dubai.....  pic.twitter.com/FAFcKWtNJ3",a year ago we be ft up in the air en route to australia via dubai
1038,"If Russia, Saudia or Iran wants to use an extra man to die for them in any battlefield anywhere in the world would happily join, ",if russia saudia or iran want to use an extra man to die for them in any battlefield anywhere in the world would happily join
1039,wen u post '' one time  pic.twitter.com/L8up5r4D7v,wen You post one time
1040,"I hate it when my brother thinks, it would be funny to make jokes about me ???¤????  af ",i hate it when my brother think it would be funny to make joke about me af
1041,"tl;dr looks a lot of (foreign) family overseas as well, since it might be more like ",tlr look a lot of foreign family overseas as well since it might be more like
1042,West side story was literally the worst movie I have ever seen... Why do people like it??? ,west side story be literally the bad movie i have ever see why do people like it
1043,"I thought this was supposed to be a happy time of year, but honestly this is always the most depressing time of the year. ",i think this be suppose to be a happy time of year but honestly this be always the most depressing time of the year
1044,You let me drown in my own tears which held everything I hated and regretted. I once loved you. How could you? ,you let me drown in my own tear which hold everything i hat and regret i once love you how could you
1045,i missed lunch bc i was doing an evaluation and it's wing wednesday ,i miss lunch bc i be do an evaluation and it wing wednesday
1046,This time last year me and Ronan were in Prague ???«???« ,this time last year me and ronan be in prague
1047,"Reading tweets about someone's death makes me think I'll die someday, maybe soon, who knows... ",read tweet about someone death make me think ill die someday maybe soon who know
1048,â listening to Ae Dil Hai Mushkil Title Track,listen to ae dil hai mushkil title track
1049,Please can all the famous people take NOTE we have 3 days left of 2016. I'm done don't wanna c another they'll be missed message ,please can all the famous people take note we have day leave of im do dont wanna c another theyll be miss message
1050,"People come and go, but life is simply about seeing who cares enough to stay. ",people come and go but life be simply about see who care enough to stay
1051,??it will be alright ??    pic.twitter.com/9yAw9Ze9BT,it will be alright
1052,these gachas on both deresute and enstars. ,these gachas on both deresute and enstars
1053,They say it's not my fault but I feel like it is. ???¥???¢???° ,they say it not my fault but i feel like it be
1054,Being sun deprived in an office for 9 hours a day is keeping me from my old blonde days ,be sun deprive in an office for hour a day be keep me from my old blonde day
1055,i want to flashback and skip 2016,i want to flashback and skip
1056,I'm falling apart and no one cares   pic.twitter.com/2APJu6tKV0,im fall apart and no one care
1057,"Oh dear, we are a bad lot, we specialise in making bang average teams look like superstars ",oh dear we be a bad lot we specialise in make bang average team look like superstar
1058,Carrie Fischer also known as Princess Leia passed away. ?? ,carrie fischer also know a princess leia pass away
1059,"I always love my family, I always love you as my sister, but not anymore. You are not the same.   ",i always love my family i always love you a my sister but not anymore you be not the same
1060," oh dear, that ending was depressing! Nothing says Merry Christmas like a murder, plot twist+suicide ?? ",oh dear that end be depress nothing say merry christmas like a murder plot twistsuicide
1061,I can tell by the end of the night I'm gonna cut my arm  ,i can tell by the end of the night im gonna cut my arm
1062,No! No! No!!!    pic.twitter.com/vpoZSMSbXL,no no no
1063,It's only 7:20pm and I'm off my tits on alcohol   ,it only 20pm and im off my tit on alcohol
1064,"Drunk and singing along to bmth, asking alexandria and of mice and men, rip my parents eardrums  ",drunk and sing along to bmth ask alexandria and of mouse and men rip my parent eardrums
1065,More terrible news Dammit! I'm about to punch 2016 in the dick!! ,more terrible news dammit im about to punch in the dick
1066,I literally can't even with the news about Carrie Fisher!   ,i literally cant even with the news about carrie fisher
1067,what a long ass weekend!!!   ,what a long as weekend
1068,"Im getting drunk on mont blanc ,watching big bang theory and eating cake.  ",im get drunk on mont blanc watch big bang theory and eat cake
1069,Is it bad I'm thinking bout saying fucc work and Gettin Drunk aGain ,be it bad im think bout say fucc work and gettin drunk again
1070,Found out something today apparently im a bad person???? ,find out something today apparently im a bad person
1071,"I would never kill myself, but I don't think I would do anything to stop death from coming ",i would never kill myself but i dont think i would do anything to stop death from come
1072,Why doesn't Christmas last longer ???© ,why doesnt christmas last longer
1073,No Sawamura dose since last week. ,no sawamura dose since last week
1074,When they end your favourite tv show with the main character dying....   ,when they end your favourite tv show with the main character die
1075,"How do you put your heart and souls into something for 5+ years, and get treated like you don't exist there? ",how do you put your heart and souls into something for year and get treat like you dont exist there
1076,Fresh wounds are best means of relief from inner stress...   ,fresh wound be best mean of relief from inner stress
1077,Wounds and scars look beautiful on my body ...   ,wound and scar look beautiful on my body
1078,I dreamt my barber was sick on haircut day bro.. i lost weight in my sleep ???­???­   pic.twitter.com/Utaiw8JShW,i dream my barber be sick on haircut day bro i lose weight in my sleep
1079,??you are respectable ??    pic.twitter.com/NiQXmIwMda,you be respectable
1080,Really feel like shouting and throw things. I'm just so vexed.  ,really feel like shout and throw thing im just so vexed
1081,Only the insecure withhold praise of another's achievements     ,only the insecure withhold praise of anothers achievement
1082,"I'm always uncomfortable, especially now that I've picked up so much weight.  I'm the heaviest I've ever been in my life.  .",im always uncomfortable especially now that ive pick up so much weight im the heavy ive ever be in my life
1083,I'm trying not to be  enough to start posting song lyrics. Can I just sleep until 2017?,im try not to be enough to start post song lyric can i just sleep until
1084,"""Me Before You"" has me crying my eyes out right now ",me before you have me cry my eye out right now
1085,10pm laying in bed eating a chocolate SANTA ???...   is over,pm lay in bed eat a chocolate santa be over
1086,Is it me or  people write better ?,be it me or people write good
1087,January & February often worse for people who are . Seek help.,january february often bad for people who be seek help
1088,I just wanna lay up with bae rn ,i just wanna lay up with bae rn
1089,NOOOO! One of my car speakers just blew out ??????«???­???¶ ,noooo one of my car speaker just blow out
1090,"If you're so  that you had a dream you died and then you were annoyed when you woke up, clap your hands! ????½????½????½",if youre so that you have a dream you die and then you be annoy when you wake up clap your hand
1091,When you gotta hold your charger a certain way for your phone to charge feeling  lol,when you gotta hold your charger a certain way for your phone to charge feel Laughing Out Loud
1092,What a blah day!   pic.twitter.com/sQaReKF3Ly,what a blah day
1093,Talking about my sexuality like its a wildfire. ,talk about my sexuality like it a wildfire
1094,We got a whole 364 before Christmas ,we get a whole before christmas
1095,.  I really don't want to interact with anyone in person  today.,i really dont want to interact with anyone in person today
1096,Biggest regret till now -  Ageing beyond teens!  ,big regret till now age beyond teen
1097,"When your entire dance company that you haven't seen in years is getting together, but you're the only one not going ",when your entire dance company that you havent see in year be get together but youre the only one not go
1098,I really just can't live life accepting the fact that Chris Pratt is married to someone else ,i really just cant live life accept the fact that chris pratt be marry to someone else
1099,Yesterday I lost 500 days worth of streaks with 5 different people ,yesterday i lose day worth of streak with different people
1100,I'm trying really hard to find a reason to be positive about today and keep coming up empty   pic.twitter.com/4j8PkbxzMg,im try really hard to find a reason to be positive about today and keep come up empty
1101,"? Today eat healthy food, remember your accomplishments, get some exercise, hang w/ good people & don't be hard on yourself.",today eat healthy food remember your accomplishment get some exercise hang w good people dont be hard on yourself
1102,Possibly the worst 90 min commentary I've sat through. The only consolation is not having a 225 mile drive home.  ,possibly the bad min commentary ive sat through the only consolation be not have a mile drive home
1103,When your family emotional blackmail you to do something against your will.     ,when your family emotional blackmail you to do something against your will
1104,Need to get out of this godforsaken place  ,need to get out of this godforsaken place
1105,I feel like I'm waiting for something that isn't going happen.    pic.twitter.com/duO3xqIPNE,i feel like im wait for something that isnt go happen
1106,one sec ur  and the other ur ,one sec ur and the other ur
1107,"how they seemed to be trying to get people who ask me to block them, but I'm guessing it would be more like ",how they seem to be try to get people who ask me to block them but im guessing it would be more like
1108,??you are supported ??    pic.twitter.com/4YrE8XNRtQ,you be support
1109,another great talent lost to us. songs stay with us forever. Odd but last Christmas playing everywhere this yr.,another great talent lose to u song stay with u forever odd but last christmas play everywhere this yr
1110,When your scares get re opened an its like pooring salt in them. I hate this feeling. All the pain im in again ,when your scare get re open an it like pooring salt in them i hate this feeling all the pain im in again
1111,everything is coming back to me all of a sudden. This ... is not a good feeling at all   ,everything be come back to me all of a sudden this be not a good feeling at all
1112,"Had to listen to someone tell me how wonderful his Christmas was, dinner, games, etc. Then he asked about mine. ",have to listen to someone tell me how wonderful his christmas be dinner game etc then he ask about mine
1113,!!   2016 officially the worst year in history!!! ,officially the bad year in history
1114,"Over the past 2 days I've drank 27 bottles of beer, 2 pints of cider and half a bottle of prosecco.  ",over the past day ive drank bottle of beer pint of cider and half a bottle of prosecco
1115,Only the insecure withhold praise of another's achievements     ,only the insecure withhold praise of anothers achievement
1116,Does anyone else feel really weird at night time on christmas day? Like it's over after all that fuss n it's just GONE ??? ,do anyone else feel really weird at night time on christmas day like it over after all that fuss n it just go
1117,Ive no one to talk to at this hour.  ,ive no one to talk to at this hour
1118,Just found out I am only 4 days younger than Shane Meadows - thank god I've achieved as much as he has!  ,just find out i be only day young than shane meadow thank god ive achieve as much a he have
1119,I'm ready to jus turn my phone off ????,im ready to jus turn my phone off
1120,I love Christmas but this year it just isn't the same... I can't figure out what it is either... ,i love christmas but this year it just isnt the same i cant figure out what it be either
1121,I use this social media outlet to bitch. It's my bitching platform. I'm quiet on everything else. It's not like anyone cares. ,i use this social medium outlet to bitch it my bitching platform im quiet on everything else it not like anyone care
1122,Making  might help lift more  people out of the dumps than common antidepressant medications do,make might help lift more people out of the dump than common antidepressant medication do
1123,I don't know why but I'm suddenly very  ????,i dont know why but im suddenly very
1124,"Gutted ,my slipped disk decided to come back last night,led in bed on Christmas Day while my family having fun downstairs  ",gutted my slipped disk decide to come back last nightled in bed on christmas day while my family have fun downstairs
1125,I dont usually feel much...but when i do...it sucks so much   ,i dont usually feel muchbut when i doit suck so much
