,tweet
1011,"With two nurses in the family, dinner conversations consists of sad stories, bodily fluids and everything in between  "
1012,Can't for one moment think why I've never had a girlfriend. ???    pic.twitter.com/GkMrIhR6LI
1013,Just got back home to Orlando ...or should I say just got back to my place of living Bc this doesn't feel like home.  ???©
1014,if I could I would feel nothing that's the truth and I don't care. the world is cold and life's not fair.   
1015,Saving up to buy a house so I guess I should stop going to the movies more than once to see my new favorite Disney movies 
1016,I saw a wiener dog last night and I didn't pet it :( 
1017,Damn braids snatched out my edges ???©???©?? 
1018,There's only 2 things people can do for me. 1 help me become happy 2 explain to CID why my death wasn't prevented.  
1019,What a pain in the ass day. 
1020,"Omfgoodness! I have gained soooooooooo much weight, it is on like donkey Kong! "
1021,Halloweentown was my fave Halloween movie.   :')
1022,"life is too hard, and you don't have a clue to it. guess what, doing nothing can also kill yourself. "
1023,Just want to stay in bed all day... 
1024,Deeply saddened about Carrie Fisher and Debbie Reynolds passing. My heart goes to their family and friends.  
1025,If youre  youre living in the past. If youre  youre living in the future.  If youre at  youre living in the present
1026,When monty and I read a list of all the great people we lost this year   
1027,??your feelings are important ??    pic.twitter.com/POSQSHqCna
1028,I shouldnt let it bother me but it does. I hate nights like this when my thoughts wont leave me in peace.  
1029,lexis so beautiful it makes me 
1030,I don't know why these whole things are happening to me. I feel so  and . I don't know what to say to my parents too. 
1031,why am i so ?â¦.oh thatâs right Iâm writing .
1032,Maybe I won't see 2017. I don't know.   
1033,Having a day where I hate myself for not perusing art stuff harder & being too sad to do anything about that.  
1034,I am the blue ball.     pic.twitter.com/Cy0nFtBk1I
1035,The team looked so uninspired after 20-30 mins day. You'd think the HT team talk would have helped. Guess again.  
1036,my vibe is being  and  in my local Texas Roadhouse
1037,"A year ago we was 38,000ft up in the air, en route to Australia via Dubai.....  pic.twitter.com/FAFcKWtNJ3"
1038,"If Russia, Saudia or Iran wants to use an extra man to die for them in any battlefield anywhere in the world would happily join, "
1039,wen u post '' one time  pic.twitter.com/L8up5r4D7v
1040,"I hate it when my brother thinks, it would be funny to make jokes about me ???¤????  af "
1041,"tl;dr looks a lot of (foreign) family overseas as well, since it might be more like "
1042,West side story was literally the worst movie I have ever seen... Why do people like it??? 
1043,"I thought this was supposed to be a happy time of year, but honestly this is always the most depressing time of the year. "
1044,You let me drown in my own tears which held everything I hated and regretted. I once loved you. How could you? 
1045,i missed lunch bc i was doing an evaluation and it's wing wednesday 
1046,This time last year me and Ronan were in Prague ???«???« 
1047,"Reading tweets about someone's death makes me think I'll die someday, maybe soon, who knows... "
1048,â listening to Ae Dil Hai Mushkil Title Track
1049,Please can all the famous people take NOTE we have 3 days left of 2016. I'm done don't wanna c another they'll be missed message 
1050,"People come and go, but life is simply about seeing who cares enough to stay. "
1051,??it will be alright ??    pic.twitter.com/9yAw9Ze9BT
1052,these gachas on both deresute and enstars. 
1053,They say it's not my fault but I feel like it is. ???¥???¢???° 
1054,Being sun deprived in an office for 9 hours a day is keeping me from my old blonde days 
1055,i want to flashback and skip 2016
1056,I'm falling apart and no one cares   pic.twitter.com/2APJu6tKV0
1057,"Oh dear, we are a bad lot, we specialise in making bang average teams look like superstars "
1058,Carrie Fischer also known as Princess Leia passed away. ?? 
1059,"I always love my family, I always love you as my sister, but not anymore. You are not the same.   "
1060," oh dear, that ending was depressing! Nothing says Merry Christmas like a murder, plot twist+suicide ?? "
1061,I can tell by the end of the night I'm gonna cut my arm  
1062,No! No! No!!!    pic.twitter.com/vpoZSMSbXL
1063,It's only 7:20pm and I'm off my tits on alcohol   
1064,"Drunk and singing along to bmth, asking alexandria and of mice and men, rip my parents eardrums  "
1065,More terrible news Dammit! I'm about to punch 2016 in the dick!! 
1066,I literally can't even with the news about Carrie Fisher!   
1067,what a long ass weekend!!!   
1068,"Im getting drunk on mont blanc ,watching big bang theory and eating cake.  "
1069,Is it bad I'm thinking bout saying fucc work and Gettin Drunk aGain 
1070,Found out something today apparently im a bad person???? 
1071,"I would never kill myself, but I don't think I would do anything to stop death from coming "
1072,Why doesn't Christmas last longer ???© 
1073,No Sawamura dose since last week. 
1074,When they end your favourite tv show with the main character dying....   
1075,"How do you put your heart and souls into something for 5+ years, and get treated like you don't exist there? "
1076,Fresh wounds are best means of relief from inner stress...   
1077,Wounds and scars look beautiful on my body ...   
1078,I dreamt my barber was sick on haircut day bro.. i lost weight in my sleep ???­???­   pic.twitter.com/Utaiw8JShW
1079,??you are respectable ??    pic.twitter.com/NiQXmIwMda
1080,Really feel like shouting and throw things. I'm just so vexed.  
1081,Only the insecure withhold praise of another's achievements     
1082,"I'm always uncomfortable, especially now that I've picked up so much weight.  I'm the heaviest I've ever been in my life.  ."
1083,I'm trying not to be  enough to start posting song lyrics. Can I just sleep until 2017?
1084,"""Me Before You"" has me crying my eyes out right now "
1085,10pm laying in bed eating a chocolate SANTA ???...   is over
1086,Is it me or  people write better ?
1087,January & February often worse for people who are . Seek help.
1088,I just wanna lay up with bae rn 
1089,NOOOO! One of my car speakers just blew out ??????«???­???¶ 
1090,"If you're so  that you had a dream you died and then you were annoyed when you woke up, clap your hands! ????½????½????½"
1091,When you gotta hold your charger a certain way for your phone to charge feeling  lol
1092,What a blah day!   pic.twitter.com/sQaReKF3Ly
1093,Talking about my sexuality like its a wildfire. 
1094,We got a whole 364 before Christmas 
1095,.  I really don't want to interact with anyone in person  today.
1096,Biggest regret till now -  Ageing beyond teens!  
1097,"When your entire dance company that you haven't seen in years is getting together, but you're the only one not going "
1098,I really just can't live life accepting the fact that Chris Pratt is married to someone else 
1099,Yesterday I lost 500 days worth of streaks with 5 different people 
1100,I'm trying really hard to find a reason to be positive about today and keep coming up empty   pic.twitter.com/4j8PkbxzMg
1101,"? Today eat healthy food, remember your accomplishments, get some exercise, hang w/ good people & don't be hard on yourself."
1102,Possibly the worst 90 min commentary I've sat through. The only consolation is not having a 225 mile drive home.  
1103,When your family emotional blackmail you to do something against your will.     
1104,Need to get out of this godforsaken place  
1105,I feel like I'm waiting for something that isn't going happen.    pic.twitter.com/duO3xqIPNE
1106,one sec ur  and the other ur 
1107,"how they seemed to be trying to get people who ask me to block them, but I'm guessing it would be more like "
1108,??you are supported ??    pic.twitter.com/4YrE8XNRtQ
1109,another great talent lost to us. songs stay with us forever. Odd but last Christmas playing everywhere this yr.
1110,When your scares get re opened an its like pooring salt in them. I hate this feeling. All the pain im in again 
1111,everything is coming back to me all of a sudden. This ... is not a good feeling at all   
1112,"Had to listen to someone tell me how wonderful his Christmas was, dinner, games, etc. Then he asked about mine. "
1113,!!   2016 officially the worst year in history!!! 
1114,"Over the past 2 days I've drank 27 bottles of beer, 2 pints of cider and half a bottle of prosecco.  "
1115,Only the insecure withhold praise of another's achievements     
1116,Does anyone else feel really weird at night time on christmas day? Like it's over after all that fuss n it's just GONE ??? 
1117,Ive no one to talk to at this hour.  
1118,Just found out I am only 4 days younger than Shane Meadows - thank god I've achieved as much as he has!  
1119,I'm ready to jus turn my phone off ????
1120,I love Christmas but this year it just isn't the same... I can't figure out what it is either... 
1121,I use this social media outlet to bitch. It's my bitching platform. I'm quiet on everything else. It's not like anyone cares. 
1122,Making  might help lift more  people out of the dumps than common antidepressant medications do
1123,I don't know why but I'm suddenly very  ????
1124,"Gutted ,my slipped disk decided to come back last night,led in bed on Christmas Day while my family having fun downstairs  "
1125,I dont usually feel much...but when i do...it sucks so much   
1126,Back to the same stage where I was once in the month of May-June!   I wish I could delete year 2016 forever!
1127,Christmas Day meltdown. An hour of arguing in the street while trying to walk to lunch at her parents. 
1128,For all the years I took the lynx box sets for granted and this year I didn't get one ???¢??? 
1129,??your views are valid??    pic.twitter.com/u2CjqKMTlx
1130,Family when one is missing holidays dont feel right.   
1131,I wish I wasn't so emotionally all over the place. I feel bad 4 people who have 2 deal with me. I'm such a fuck up... ???£  
1132,User of  unable to think clearly or retain that was learned & will probably be quite . He may suffer periods of .
1133,I hate that I can't get everyone in my family a gift but I'm on a fixed income ???¢   
1134,When all you want to do is spend Christmas w. Your husband & mommy but none of that is possible so I'll drink for the next 2 days 
1135,I can't even turn up for the holidays  
1136,I've had 18 beers today and I'm going to have more. It's gonna be a long day  
1137,I know Christmas isn't about gifts but honestly I got my sister a tablet and she got me a ring light for my phone ???¤???£   #
1138,): it's not xmas eve w/o you boo @_BTSophie 
1139,In the gym trying to clear my mind. 
1140,Talk about a roller coaster season. 
1141,I'm on my 14th or 15th beer now. God I'm so alone please let me die. â?¹??«  
1142,For those feeling   or  during this festive period feel free to reach out. Here to listen ????»
1143,I thought nothing bad happened on Christmas Eve!!!!   
1144,Really thinking about killing myself now   
1145,Realized that not ever having children has made me .
1146,Completely sick ??¤ On my way to the hospital instead of a Christmas party ???§  
1147,"I know I sound like ,  hot mess. But I just don't know I am related to such mean ."
1148,Moto x play showed software update but only security update(66mb) ...no  .. 
1149,Aw man im outta pizza rolls 
1150,??it will be ok??    pic.twitter.com/6zCi1PJhdB
1151,i am so sorry this happiness came about rather unexpectedly ill try to keep my 11:11 tweets more  from now on
1152,I had no idea a peanut butter milk shake was an option 
1153,Bruno Mars' 24K but instead of  it's  
1154,Then come Jan 1 . Like u can just stop depression kmt  pic.twitter.com/ejRYNYHN6s
1155,I dont know how many beers I've had and I dont know how many more im going to have all I know is im getting drunk  
1156,Going through the clothes I brought home and realize I left my one great pair of jeans in Wilm 
1157,"How can someone be happy at xmas, when you can't be with the ones you love?   "
1158,just ripped my favorite pair of pajama pants.   
1159,Still can't fit any of my jeans. 
1160,Why do work keep giving me alcohol!!! ???«???«   pic.twitter.com/rIydwINNkn
1161,slowly your heart peeled off itself...  
1162,"If u r , u r living n the past. If u r anxious, u r living n the future. If u r @ peace, u r living n the present-Lao Tzu "
1163,"yeah, external power structures, and there for, ultimately, about 500L, but I'm guessing it would be more like "
1164,"Love you all tonight. If the holiday makes u feel  or lonely & u need someone to talk to, tweet me. I'll open my inbox for you. <3"
1165,It just hit me that Ms lopez isn't gonna be my teacher anymore ???­???­ 
1166,??you are loved ??    pic.twitter.com/iV1owHaj1Q
1167,"When I was a little boy, I never dreamed I'd end up like this.  ."
1168,"It is 4:30 AM, crying baby since 1 and my missus is tucked up in bed with earplugs. Not her problem...   "
1169,I think my habit of reading  with morning  is the root cause of the  feeling throughout the day! specially in 2016
1170,You know things are bad when your emotions slide because WordPress blocks one of your blog posts.  
1171,very depressed rn... just got done crying my eyes out again:/ but feeling very masculine rn...    pic.twitter.com/nLb1sEozuU
1172,Finished gossip girl. Feeling   & 
1173,LOVE ordering expensive gifts and receiving something NOT AT ALL like the discription or the color presented :-( 
1174,It's time like this that the lord is testing me and I just want give up. Just kill me now!   
1175,First Christmas in YEARS that I have to work.  it just doesn't feel the same.
1176,I cant wait to disappear and get forgotten.??? 
1177,I'm  the same way the Jews were depressed right before they LEFT  !!!
1178,When your idol Julius is murdered by senators... 
1179,Woke up feeling  AF. Okay. Guess that's how today is gonna be.
1180,How come I see no value in my own life...?  It feels like I was born this way; seeing no self values.
1181,My sister is having an emotional breakdown about aging and death. Something she didn't take me seriously about a few months ago 
1182,"People bring you down. Love fails from time to time. You get lost, then can't find your way.   "
1183,How would you feel if your parents were to argue each and every single day?  
1184,??you are valid??     pic.twitter.com/YlAjyOLfaU
1185,One step forward multiple steps back. Still no idea what I can do about it. 
1186,Applied to 5 universities already. Now I need my Fasfa and scholarship letters 
1187,A UK loss to Louisville makes my heart hurt.  
1188,"When you text your mom ""there's something wrong with me"" and she don't answer :) "
1189,"People change for 2 reasons: 1-They have learned a lot, or they have been hurt too many times  "
1190,"I'd never actually watched the whole of Ugly Betty,so I watched it all & now I'm depressed,I need an ending! ???­  "
1191,Before you diagnose yourself as  make sure your not surrounded by assholes - William Gibson
1192,Relative of a neighbor of mine died in accident while shopping for and on his little girl's birthday...Really?   ????????
1193,My best friend died 10 years ago on this day in a car crash. Y after 10 years is it still killing me. Literally torn up Need HELP 
1194,I feel bad no money for gifts for anyone I pay my bills money is gone   
1195,Being extremely  over my other half agreeing to divorce instead of coming to peace then someone asks if I'm okay....  pic.twitter.com/fgpQKQwhYw
1196,i ran out of hot chocolate and now i'm never going to get out of bed  :(
1197,I'm stuck in a situation ! Wanna get rid of this but ways are closed ! Trapped !     
1198,"Everyone writing ""1 more day"" and I'm on right up until Christmas Eve â?¹ï¸ "
1199,Still haven't get a chance to watch Sing. :< .
1200,ok im running out of steam because god im feeling so  this morning
1201,Thank god the last presentation is over! â tomorrow is our last day at uni this year. We really need a few days off.  
1202,??you are beautiful ??    pic.twitter.com/btElQogRXD
1203,You are sitting in solitude alone & smoking ............ I know you are sad &  ........but DONT SMOKE BABY  pic.twitter.com/auCoNMXY0m
1204,"Depression is like, you don't want to do anything. Or you want to do something, but you don't want to do it (at the same time). "
1205,I'm like 80% with college bull shit 
1206,Have u ever felt so  u feel like u have to throw up 24/7 ????
1207,I have 2 cuts on my lips and I can't eat spicy food b/c it burns  :'/
1208,Is you're  you might have a problem with someone close to you.
1209,I feel so   and a tad  but I'm afraid to call a friend :(
1210,Missing San Francisco bit my sister is helping a bit to make me forget about it. 
1211,Hard to believe right now BUT there's a World waiting for your contribution-JesusChristWillHelpYouAccomplishYourDream-Ask  
1212,"Sad day here in Cometland, school is closed for a few weeks  "
1213,11 more  til I can stop feeling  I hate 
1214,Everyday I can't wait to sleep 
1215,YouHaveToStudyWorkHardajajkskanakaoanakaa aaaaand BOOMSHAKALAKAAAA ????   but 
1216,I miss you so much!! I can't wait for you to be back home!! 
1217,"Maybe I should hang myself with the Christmas lights, there's a nice image for you. Tis the season after all.   "
1218,"Why am i so  today,  everywhere!"
1219,"This day ended poorly. i ended up calling Sally a ""royal pain in the ass"" which I don't seem to think is very bad. Whatever tho "
1220,A.M. choice if you're mentally well: What clothes should I wear? A.M. choice if you're : What mask should I wear? 
1221,Why must my mother marry this man  
1222,Nearly 1 in 2 men feel  over the  period
1223,It's lke everyone around me is feeling all festive and there me like all  and with me  lkke sky high not feeling festive
1224,I'll give in to happiness when it shows its self  
1225,"I'm , , Crying, and just feeling fucking Lousy today. I need a friend today to Perk me up. Hopefully. or least lend a ear."
1226,??you will be ok??    pic.twitter.com/qNSQ2CDuZX
1227,Bout to break out my secret Santa gift after taking this fatass L in fantasy...   pic.twitter.com/rXmMEsoOPJ
1228,Goodnight everyone hope you had a good day!   and everything between
1229,Today is probably one of the worst days of my life and idk what to do  
1230,I don't have any gifs to suit my mood for once  
1231,Maybe I am writting to much..    * going to bed* ..
1232,"Ppl think it's just so easy to change your whole life, but it's not. Ugh, money "
1233,"Using one of my favorite movies of all time to express my feelings is sometimes...more just validation than healing, I suppose.   pic.twitter.com/HzUFRLMgKC"
1234,My kids really spending Christmas without me lmao I'm liable to hop on a flight 
1235,"Why the fuck am I hanging on this long, why don't I just kill myself? Oh yeah because I still have false hope.  "
1236,"So, that new  movie was a real hoot ?????³  "
1237,And as quickly as it entered my life it left. You will surely be missed. Goodbye for now bee filter! Until next time 
1238,I just wanna stay up all night play FFXV and not go to work tomorrow.. 
1239,"I try to be optimistic, but it just gets hard when all attempts to try are met with failure. "
1240,seriously increases the risk both of developing and also dying from heart disease
1241,Wouldn't it be great if you looked forward to every tomorrow with the same anticipation you do New Year's?   
1242,"Happy New Year to you all! Remember the power to make it/you, a happy one, is in yourself  "
1243,It appears that my bffs  &  decided to stop by today making it impossible to leave the house. 
1244,"The first step to beating  or  is to take responsibility for yourself, stop blaming others or circumstances"
1245,It's only 40 minutes before the  arrives an the  months begin. Look after yourselves and others speak about your problems  pic.twitter.com/gDHivI7EAN
1246,Is it true that what ever doesn't killl you makes you stronger?   I'm not so sure.    pic.twitter.com/RzFBCeaGn2
1247,"I want 2 wish every Amazing person I've met & conversed on Twitter Health, love & happiness for 2017! Thank u guys?? "
1248,Just wish people understood mental illness   
1249,"Starting 5 positive things exercise,again. It's just writing down 5 good things that happened. It helps with surviving bad days. "
1250,"I would do one of the friends of 2016 lists, only problem is I need friends to make that  "
1251," is caused by low serotonin. Serotonin motivates, hence why depressed people have no motivation. Activity creates serotonin"
1252,Youve lost weight howd you do it?  Depression fueled apathy toward food and life in general.  I havent tried that yet! ??? 
1253,Fighting with exboyfriend-  Me: I need space.  Him: Maybe if you didn't take so many meds... Me: hahahahahaha   
1254,"Current mood: Jealous of bears... or Snow White... or Rumplestiltsken. I just want to sleep for a few months, ok?  "
1255,"Makeup on, comfy yet nice looking jeans and top on. Ok, we can do this.   "
1256,My 10 days off work is almost over and Iâve spent probably about 70% of it in bed.  Thank you 
1257,*waves white flag* I completely got up on the bottom side of the bed. I'm trying to do everything to feel better.  
1258,People with depression are 4x more likely to have a heart attack 
1259,New year's eve is so sad to me because it's when my most beloved band split up.    ???
1260,As a child I was scared of monsters beneath the bed. Now that I'm older I realize the monster Is me.   
1261,Everyone responds differently to  . Some patients take longer before noticing a difference in how they feel. .
1262,Happy new year... 2017 Bye bye the year of 
1263,"I'm okay.  , Thank you for staying when everyone else left."
1264,"Honestly considering grabbing a cider, putting on Forest Gump and having a good ugly cry.  "
1265,Pray for all communities and individuals facing mental health crises.  
1266,"Live in the present, live in the now!     pic.twitter.com/uBd53HFV3z"
1267,Have u been secretly battling /? Make 2017 the year you tell someone & seek help. You deserve 2 be happy! 
1268,"âI couldnât be with people and I didnât want to be alone."" "
1269,"On this day of resolutions and celebration, thinking kind thoughts for everyone fighting "
1270,Determined to cut the string but have no scissors or knife and I'm  too weak to break it.    pic.twitter.com/bPkMtyrl3t
1271,Yes I have  but I refuse to give up I'm going to keep fighting
1272,"Live a normal life and have friends and go out and have fun, believe me. But my    etc all stop that. Not by choice???¢"
1273,It's been a strange year. I beat  at last. I started 2 believe that  it really is2017 I'm ready ???
1274,A few hours till 2017... If you told me i would still be here 4 years ago i would have never believed you. 
1275,Starting to feel really anxious and sad and empty. 
1276,Fuck fuck fuck fuck    pic.twitter.com/1euSw97Anz
1277,is in the news a lot for treating  and other conditions; but what is it? Contact us to learn more!  pic.twitter.com/3cOsMwidYM
1278,An hour and 35 minutes till 2017 come. I'm still depressed and hopeless. Feel really shitty.  
1279,I know  can't just go and my  will always rear it's ugly head. But I need to get better.
1280,"Overall, right now, and that's what matters, I am happier and stronger than I was on the same day last year  "
1281,"I managed a continuous 118 day remission in  in 2016,though it was preceded by one of the longest&toughest episodes of depression"
1282,Less than an hour into the year & someone has already upset me. Just put me down ???§   
1283,"Dissociation is quite something. Weird to be disconnected from internal feeling, the senses and the environment. Bless serotonin "
1284,"If you want a  treatment with little/no side effects, then you want to ask for  Therapy! pic.twitter.com/fJgV89iagH"
1285,"Happy New Year!! Here's to 2017, believe me, it can't go any worse than 2016 did. Yay for 2017! Lol.  "
1286,30 mins apart. In the second pic I have managed to get my mask on before I left to celebrate new years.   pic.twitter.com/vwwWtD7vMk
1287,Tweeting about mental illness doesn't make you brave. Having the courage every day to battle an invisible enemy does.  
1288,"Only difference being that now I hurt more than so, because  led me to vertebral, sacral, radial fractures. GG N1 2016."
1289,Any suggestions for helping recurring ?  pic.twitter.com/wmHXU2rJCs
1290,Huhhh fuck... wish me luck!   
1291,"Yes brain. This gloomy, sad, turbulent, low energy feeling is a sign of my certain death. Now is the time to get worried. "
1292,"âI didnât want to wake up. I was having a much better time asleep. And thatâs really sad."" "
1293,Forgot to take my SSRI yesterday. Didn't notice it that I didn't take the meds. Let's see what side-effects the day brings 
1294,to all of you with  and  who aren't looking forward to the new year. You aren't alone??feel free to message me if you want
1295,Cultivate supportive relationships in order to end 
1296,Trying my best to function as a normal human being. Feeling like a zombie.  
1297,I need to get to a place where I can separate my disconnects from reality. So far the drugs aren't helping much.  
1298,I'm feeling a little down.. Time for bed.   
1299,Sadness overcomes. Darkness beats light. Numbness is relief.  
1300,"Jesus I love it when people say ""don't be such a d-buzz just be happier"". Omg I never thought of that! Hey a cure   pic.twitter.com/vXagPPBCKH"
1301,Something nobody will read   .  pic.twitter.com/XQ5Qtey1B4
1302,Getting a temporary break in the  to enjoy Rounda Rousey's loss ??? Abusive bitch deserved it. 
1303,This loneliness is a black hole in which I cannot seem to escape... 
1304,When the thing you cut with goes dull so you only get 3 good cuts in and the rest are just fails. Just fabulous! :/  
1305,"Try to understand the blackness, lethargy, hopelessness, and loneliness theyâre going through. "
1306,When ur father AND ur brother lost our transport card...    pic.twitter.com/ZvFZbIgIvo
1307,Just read that isolation can lead to ?????????? I've never seen another human in my LIFE and I am FINE AhahhahahaHA
1308,38. I've realised you shouldn't be ashamed to admit you suffer from  and it's best out in the open 
1309,Those days when you wish a hole would open beneath you and swallow you whole so your brain will shut the hell up 
1310,And the big black dog sat beside me and reminded me about ALL the pain and how chronic pain works4 whole year ahead    pic.twitter.com/6rUeGHan9B
1311,Always forget about  especially lately after suffering with  and trying to get better. Also I prefer 
1312,Wanting to be skin   ???­ pic.twitter.com/gzeDkX0Z71
1313,Someone quoted and hash tagged one of my tweets once with 
1314,"Too much tasks at work can cause stress, , and even poor performance"
1315,"I really need to know which  composer wrote ""Bubbles,"" if only to know who to blame for my week-long melancholy... "
1316,Always that shit! I'm going to be single like 4 ever   pic.twitter.com/PWlkFOYPrK
1317,I'm screaming in the inside and I don't know how to make it stop   pic.twitter.com/q1rzFILkWE
1318,Anger replaced by love = calming. If we love Him all things (& whatever angers you) will work together for good.  
1319,therapy could be an effective option for treating  in adolescents.  pic.twitter.com/Dqo97PbLfn
1320,I just want someone to look at me and be proud...I want to feel loved again...
1321,"Sometimes tears are hard to dry wanting only to say goodbye, there's too much to do so let this life live for you. ?© "
1322,Have realized much of this  is grief over things not being the way want them to be. Social media tears at wounds so hard to heal.
1323,can be treated and you can feel better
1324,The incredible Dr. David Feifel and I. Wouldn't be alive if it wasn't for this man! Such an amazing person!    pic.twitter.com/UW3p1yD9EZ
1325,"Hate having , feels like I'm on an out of control roller coaster! ???­ Keep being told 'snap out of it' - If only it was that easy!"
1326,Glad the way eastenders is doing Lee's storyline   
1327,I am legitimately afraid of using social media. Too neurotic.
1328,it does but it's not   pic.twitter.com/NdjFnOqSFP
1329," mood can be caused by infectious diseases, nutritional deficiencies, neurological conditions, and physiological problems."
1330,"With all of this unnessary  family drama, I feel like moving far away and starting over again. From one thing to another I just feel . Hope I get through this"
1331,"I'm going to keep banging on about this, cos it's true. What you focus on, you get more of. Stop telling yourself you're  or . Tell yourself you're happy, strong, confident, powerful. Not only cos you ARE, but cos your brilliant mind listens to what you tell it. pic.twitter.com/gBQn7yEjsJ"
1332,Ugh. Woke up to the same acne covered face this morning... Yyayyy????
1333,Portable Transparent Tobacco Rolling Machine  pic.twitter.com/k7Sb0Q11fW
1334,Certain medications are known to cause  mood in a significant number of patients.
1335,"I feel so sad because i can't be happy, and that makes me more unhappy  "
1336,I went to church with my mom and a huge chunk of the sermon was basically if youre  its because your faith is weak and ... this is why I dont go to church or tell my mom Im on antidepressants ???????
1337,No love here....    pic.twitter.com/FuvBXIPRnu
1338,I see so many people moving forward with their life and doing great things and here I am doing absolutely nothing????????    pic.twitter.com/yiiq7LQqk7
1339,Didnt get to live through the  but Ive sure been to a lot of steak and shakes
1340,bro why is everyone so  and blacked out? i was gone for 5 hours and all hell broke loose
1341,So Im trying to help myself. To understand my depression. Im reading a book named The Chimp Paradox. Amazing book but Ive a lot of therapy to do ?? Brain training. Ill get happy.
1342,i just need for someone to rub my head tonight ...
1343,There days where I wanna end my life so bad because of my little sister. My parent I call her names and I am spoiled the one but yet she get everything and goes into my room takes everything. She the one that I am scared also who hurts me the most. .
1344,Your inner bitch will do all she can to convince you that everything is hopeless and you are beyond . She loves you being  cos she has a captive audience to listen to her negativity. Don't fall for her BS! Nothing is ever as hopeless as she makes out.  pic.twitter.com/dBXeDgF3eR
1345,Well i guess no clockwork for me ????
1346,"""It's all pointless.."" - a statement a  brain would make. Non-depressed brains would probably never come up with it, no matter how bad life was. Ultimately life does look pointless. But we're here. You & I. Alive. Now. Please grab onto life & hold on. "
1347,Have you ever danced till you fainted! It has a great feeling especially when you feel depressed 
1348,"You keep losing your self respect , if u keep giving them chances.??   "
1349,"A  to life is so important. Its very possible... by being in a  mood youre depressing your immune system, meaning you cannot fight diseases as best you can. Drs. Joan and Peter Cohn. Get out there and spread  today!"
1350,Cant eat. Cant sleep. Everything is just falling to pieces ?? Im so tired of watching my world crumble
1351,I'm stuck around 885 for so long  I haven't gained a follow today! 1!!1!1!1!  Im  now  Gonna   /s
1352,Today I ate 1 month old rancid meat because I forgot what month it was.   .
1353,It always hurts to be the one who cared more ??
1354,I'm having trouble catching my breath.
1355,Plum Blossom Patterned White Ceramic Smoking Pipe  
1356,just got my phone confiscated for doing an anxiety test  great.  whelp bye again.
1357,I normally dont talk about myself. But i feel like shit.  I just lost my challenge match in tennis so now my position is going down. And i wouldnt be so mad if the didnt call balls that were on the line.  Like come on girl. Stop cheating.
1358,"The world I was raised in there is no give in take just take,take,take,take,take,take,take,take even when you don't think you have anything left to give the world wants that to. I could go for some positive vibes today. "
1359,"Everyone tells me the pain will fade. Maybe I dont want it to, its the only thing that still connects me to you   "
1360,"When I say ""I want to die"", they say""Let's do it, no one gonna care you anymore"" It's make me feel pity of my life more. I just want someone to hug me when I cry. But it not gonna happen."""
1361,Apparently a mosquito bit the inside of my thigh and all I can think of is how thats the most action Ive had in months.
1362,Why do I always feel the need to document my attacks? So I look back and see how dumb and helpless I look? Just a bad one. Havent had them in a while. I need tips and tricks to shorten them.
1363,I miss my mom. The dreams are too much.
1364,I feel so confused Right now... One topic is telling me- you gotta move on or ditch this dude....  Another topic appeared saying- let's have a good time baby...  What the fuck dudes..
1365,Often I go to bed as soon after dinner as seems adult (I mean I try to wait for dark) in order to push away from the massive pain in sleeps frail wicker coracle.
1366,When i have nobody to talk to. Nobody to rely on. Trap in my own space. Living becomes so meaningless.  ?
1367,low-key high-key  im not at kcon la rn?? I WANNA GO SO BAD OMG yall better catch me next year at kcon la 2020 having high-touch with my boys seungwoo and eunsang akshsj
1368,Cavalry Style Electronic Cigarette  pic.twitter.com/3ia1npbgPU
1369,Im so fuckin upset rn. Not coming back to twitter for a while. Im so fucking done with everything rn. This sucks.
1370,You all ever heard a song so good but now you cant remember it
1371,I am so forlorn there are no words to express it accurately......
1372,Nobody chooses to be . But we do have the power to choose how we deal with it. We can give in & let the black dog hound us.  Or we can choose to fight the inner b*tch that keeps us prisoner. Start by choosing to ignore her voice & choose  thoughts instead. pic.twitter.com/qQNAgbgC1I
1373,Sometimes I wonder if Tom Selleck ever thinks about me and then I remember that Tom Selleck has absolutely no idea who I am.
1374,"If you cheat, you are trash. I don't care what the situation is, doesn't matter. Nobody deserves to fall asleep at night wondering why they weren't enough?? "
1375,"Since someone deactivated, i don't know who  So i m  now  Gonna "
1376,How do u know if your  ?? Asking for a friend
1377,Ive done enough today time 2 he
1378,I am the writer of my own disasters
1379,IN NEED OF My WAVES and little CURLS
1380,of course my only follower unfollows
1381,"Older  people may have cognitive symptoms of recent onset, such as , and a more noticeable slowing of movements."
1382,This is a tragic day lads ??   pic.twitter.com/QvHVGfnJFZ
1383,"A  person may report multiple physical symptoms such as fatigue, headaches, or digestive problems."
1384,"Insomnia is common among the . In the typical pattern, a person wakes very early and cannot get back to sleep."
1385,A lot of people but they don't know me well.
1386,EdGy DepReSsEd TeEnAgEr  blacked out my pfp  pic.twitter.com/bsqBWkKqZP
1387,so alone so tired so bored so ugly so depressed  so so so so so so
1388,I looked for help and I got it. I looked for answers I found it. Now I need to find myself.
1389,"Starting to feel better but still probably take me a couple more days to get better as  moods do not go overnight, it sure as heck take some time."
1390,My man has been working out of town for a year already & I still cry every time he has to leave  :(
1391,my 8 year old cousin stopped sharing her location with me
1392,"When I don't have anything to distract me, I just find myself peering down the balcony and seeing my bloodied self on the ground.    "
