,tweet
966,What does murmuring and complaining do to our psyche?    Start thinking of what you have and say thanks you alive
969,"fuck no, rita died. I don't even wanna finish dexter "
972,If I don't say goodbye that means you'll see me again maybe not right away but we'll meet again
973,Laying in bed listening to Christmas music...
974,2016 was the best year so far   
975,So over new years think I'm just going to sleep into the new year.  
976,I miss her so much ???© 
979,World is crumbling around me but hey...2017 is nearly here...that should fix everything!! Haha yeah right :/  
980,"don't know why i was   yesterday (yes i do) but today im usual happy, but fatigued. :)"
981,Happy New Year Got so much to do over next few months it's overpowering. Guess I'll start 2017  and try to work towards happy...
983,no new years looks tonight girlies i am 
985,??it will be ok ??    pic.twitter.com/di7n1sDxAS
986,properly n also i am super  i jus wanna deactivate again
991,Sometimes  starts from being  or . For support and advice call 0808 808 2234. rb  pic.twitter.com/ie8cGAUNMv
994,We were going to bdubs today but not anymore  cacacaca
997,Having holiday for the first time in 4/5 years â¦ and i hate it.   
1000,The only bad thing about reading:  finishing a great book/series and getting sad that the story is over. 
1001,Made my day. Thankyou very much!! ... 
1002,Mystery solved. No wonder I'm a   ??????­ pic.twitter.com/axTpaQ3h0t
1005,??you are significant ??    pic.twitter.com/28QHqxYkc9
1006,Let's window-shop for pretty NYE dresses even though we know we'll be bedridden that night. Doesn't that sound fun??  
1007,When you repress your emotions so much it takes days to figure out you're not just being tired and lazy 
1008,How is it that a  and  person can plan better for life than the people who wanna live?!
1010,?????????????????????  Until the Game is officially over. I assume a Loss... Why?? Bylsma and Lehner. ????????????????????? 
1011,"With two nurses in the family, dinner conversations consists of sad stories, bodily fluids and everything in between  "
1013,Just got back home to Orlando ...or should I say just got back to my place of living Bc this doesn't feel like home.  ???©
1015,Saving up to buy a house so I guess I should stop going to the movies more than once to see my new favorite Disney movies 
1016,I saw a wiener dog last night and I didn't pet it :( 
1017,Damn braids snatched out my edges ???©???©?? 
1018,There's only 2 things people can do for me. 1 help me become happy 2 explain to CID why my death wasn't prevented.  
1019,What a pain in the ass day. 
1021,Halloweentown was my fave Halloween movie.   :')
1022,"life is too hard, and you don't have a clue to it. guess what, doing nothing can also kill yourself. "
1024,Deeply saddened about Carrie Fisher and Debbie Reynolds passing. My heart goes to their family and friends.  
1025,If youre  youre living in the past. If youre  youre living in the future.  If youre at  youre living in the present
1026,When monty and I read a list of all the great people we lost this year   
1027,??your feelings are important ??    pic.twitter.com/POSQSHqCna
1029,lexis so beautiful it makes me 
1031,why am i so ?â¦.oh thatâs right Iâm writing .
1035,The team looked so uninspired after 20-30 mins day. You'd think the HT team talk would have helped. Guess again.  
1036,my vibe is being  and  in my local Texas Roadhouse
1037,"A year ago we was 38,000ft up in the air, en route to Australia via Dubai.....  pic.twitter.com/FAFcKWtNJ3"
1039,wen u post '' one time  pic.twitter.com/L8up5r4D7v
1040,"I hate it when my brother thinks, it would be funny to make jokes about me ???¤????  af "
1041,"tl;dr looks a lot of (foreign) family overseas as well, since it might be more like "
1042,West side story was literally the worst movie I have ever seen... Why do people like it??? 
1043,"I thought this was supposed to be a happy time of year, but honestly this is always the most depressing time of the year. "
1044,You let me drown in my own tears which held everything I hated and regretted. I once loved you. How could you? 
1045,i missed lunch bc i was doing an evaluation and it's wing wednesday 
1046,This time last year me and Ronan were in Prague ???«???« 
1048,â listening to Ae Dil Hai Mushkil Title Track
1049,Please can all the famous people take NOTE we have 3 days left of 2016. I'm done don't wanna c another they'll be missed message 
1050,"People come and go, but life is simply about seeing who cares enough to stay. "
1051,??it will be alright ??    pic.twitter.com/9yAw9Ze9BT
1052,these gachas on both deresute and enstars. 
1053,They say it's not my fault but I feel like it is. ???¥???¢???° 
1054,Being sun deprived in an office for 9 hours a day is keeping me from my old blonde days 
1055,i want to flashback and skip 2016
1057,"Oh dear, we are a bad lot, we specialise in making bang average teams look like superstars "
1058,Carrie Fischer also known as Princess Leia passed away. ?? 
1059,"I always love my family, I always love you as my sister, but not anymore. You are not the same.   "
1060," oh dear, that ending was depressing! Nothing says Merry Christmas like a murder, plot twist+suicide ?? "
1062,No! No! No!!!    pic.twitter.com/vpoZSMSbXL
1064,"Drunk and singing along to bmth, asking alexandria and of mice and men, rip my parents eardrums  "
1065,More terrible news Dammit! I'm about to punch 2016 in the dick!! 
1066,I literally can't even with the news about Carrie Fisher!   
1067,what a long ass weekend!!!   
1068,"Im getting drunk on mont blanc ,watching big bang theory and eating cake.  "
1072,Why doesn't Christmas last longer ???© 
1073,No Sawamura dose since last week. 
1074,When they end your favourite tv show with the main character dying....   
1076,Fresh wounds are best means of relief from inner stress...   
1078,I dreamt my barber was sick on haircut day bro.. i lost weight in my sleep ???­???­   pic.twitter.com/Utaiw8JShW
1079,??you are respectable ??    pic.twitter.com/NiQXmIwMda
1083,I'm trying not to be  enough to start posting song lyrics. Can I just sleep until 2017?
1084,"""Me Before You"" has me crying my eyes out right now "
1085,10pm laying in bed eating a chocolate SANTA ???...   is over
1086,Is it me or  people write better ?
1087,January & February often worse for people who are . Seek help.
1088,I just wanna lay up with bae rn 
1089,NOOOO! One of my car speakers just blew out ??????«???­???¶ 
1090,"If you're so  that you had a dream you died and then you were annoyed when you woke up, clap your hands! ????½????½????½"
1091,When you gotta hold your charger a certain way for your phone to charge feeling  lol
1092,What a blah day!   pic.twitter.com/sQaReKF3Ly
1094,We got a whole 364 before Christmas 
1097,"When your entire dance company that you haven't seen in years is getting together, but you're the only one not going "
1098,I really just can't live life accepting the fact that Chris Pratt is married to someone else 
1099,Yesterday I lost 500 days worth of streaks with 5 different people 
1100,I'm trying really hard to find a reason to be positive about today and keep coming up empty   pic.twitter.com/4j8PkbxzMg
1101,"? Today eat healthy food, remember your accomplishments, get some exercise, hang w/ good people & don't be hard on yourself."
1102,Possibly the worst 90 min commentary I've sat through. The only consolation is not having a 225 mile drive home.  
1103,When your family emotional blackmail you to do something against your will.     
1107,"how they seemed to be trying to get people who ask me to block them, but I'm guessing it would be more like "
1108,??you are supported ??    pic.twitter.com/4YrE8XNRtQ
1109,another great talent lost to us. songs stay with us forever. Odd but last Christmas playing everywhere this yr.
1113,!!   2016 officially the worst year in history!!! 
1115,Only the insecure withhold praise of another's achievements     
1116,Does anyone else feel really weird at night time on christmas day? Like it's over after all that fuss n it's just GONE ??? 
1118,Just found out I am only 4 days younger than Shane Meadows - thank god I've achieved as much as he has!  
1119,I'm ready to jus turn my phone off ????
1120,I love Christmas but this year it just isn't the same... I can't figure out what it is either... 
1121,I use this social media outlet to bitch. It's my bitching platform. I'm quiet on everything else. It's not like anyone cares. 
1122,Making  might help lift more  people out of the dumps than common antidepressant medications do
1127,Christmas Day meltdown. An hour of arguing in the street while trying to walk to lunch at her parents. 
1128,For all the years I took the lynx box sets for granted and this year I didn't get one ???¢??? 
1129,??your views are valid??    pic.twitter.com/u2CjqKMTlx
1130,Family when one is missing holidays dont feel right.   
1132,User of  unable to think clearly or retain that was learned & will probably be quite . He may suffer periods of .
1133,I hate that I can't get everyone in my family a gift but I'm on a fixed income ???¢   
1134,When all you want to do is spend Christmas w. Your husband & mommy but none of that is possible so I'll drink for the next 2 days 
1135,I can't even turn up for the holidays  
1137,I know Christmas isn't about gifts but honestly I got my sister a tablet and she got me a ring light for my phone ???¤???£   #
1138,): it's not xmas eve w/o you boo @_BTSophie 
1139,In the gym trying to clear my mind. 
1140,Talk about a roller coaster season. 
1142,For those feeling   or  during this festive period feel free to reach out. Here to listen ????»
1143,I thought nothing bad happened on Christmas Eve!!!!   
1146,Completely sick ??¤ On my way to the hospital instead of a Christmas party ???§  
1148,Moto x play showed software update but only security update(66mb) ...no  .. 
1149,Aw man im outta pizza rolls 
1150,??it will be ok??    pic.twitter.com/6zCi1PJhdB
1151,i am so sorry this happiness came about rather unexpectedly ill try to keep my 11:11 tweets more  from now on
1152,I had no idea a peanut butter milk shake was an option 
1153,Bruno Mars' 24K but instead of  it's  
1154,Then come Jan 1 . Like u can just stop depression kmt  pic.twitter.com/ejRYNYHN6s
1156,Going through the clothes I brought home and realize I left my one great pair of jeans in Wilm 
1158,just ripped my favorite pair of pajama pants.   
1159,Still can't fit any of my jeans. 
1160,Why do work keep giving me alcohol!!! ???«???«   pic.twitter.com/rIydwINNkn
1161,slowly your heart peeled off itself...  
1162,"If u r , u r living n the past. If u r anxious, u r living n the future. If u r @ peace, u r living n the present-Lao Tzu "
1163,"yeah, external power structures, and there for, ultimately, about 500L, but I'm guessing it would be more like "
1164,"Love you all tonight. If the holiday makes u feel  or lonely & u need someone to talk to, tweet me. I'll open my inbox for you. <3"
1165,It just hit me that Ms lopez isn't gonna be my teacher anymore ???­???­ 
1166,??you are loved ??    pic.twitter.com/iV1owHaj1Q
1168,"It is 4:30 AM, crying baby since 1 and my missus is tucked up in bed with earplugs. Not her problem...   "
1170,You know things are bad when your emotions slide because WordPress blocks one of your blog posts.  
1172,Finished gossip girl. Feeling   & 
1173,LOVE ordering expensive gifts and receiving something NOT AT ALL like the discription or the color presented :-( 
1175,First Christmas in YEARS that I have to work.  it just doesn't feel the same.
1178,When your idol Julius is murdered by senators... 
1182,"People bring you down. Love fails from time to time. You get lost, then can't find your way.   "
1184,??you are valid??     pic.twitter.com/YlAjyOLfaU
1187,A UK loss to Louisville makes my heart hurt.  
1188,"When you text your mom ""there's something wrong with me"" and she don't answer :) "
1189,"People change for 2 reasons: 1-They have learned a lot, or they have been hurt too many times  "
1190,"I'd never actually watched the whole of Ugly Betty,so I watched it all & now I'm depressed,I need an ending! ???­  "
1191,Before you diagnose yourself as  make sure your not surrounded by assholes - William Gibson
1192,Relative of a neighbor of mine died in accident while shopping for and on his little girl's birthday...Really?   ????????
1194,I feel bad no money for gifts for anyone I pay my bills money is gone   
1196,i ran out of hot chocolate and now i'm never going to get out of bed  :(
1197,I'm stuck in a situation ! Wanna get rid of this but ways are closed ! Trapped !     
1198,"Everyone writing ""1 more day"" and I'm on right up until Christmas Eve â?¹ï¸ "
1199,Still haven't get a chance to watch Sing. :< .
1202,??you are beautiful ??    pic.twitter.com/btElQogRXD
1203,You are sitting in solitude alone & smoking ............ I know you are sad &  ........but DONT SMOKE BABY  pic.twitter.com/auCoNMXY0m
1204,"Depression is like, you don't want to do anything. Or you want to do something, but you don't want to do it (at the same time). "
1205,I'm like 80% with college bull shit 
1207,I have 2 cuts on my lips and I can't eat spicy food b/c it burns  :'/
1208,Is you're  you might have a problem with someone close to you.
1210,Missing San Francisco bit my sister is helping a bit to make me forget about it. 
1211,Hard to believe right now BUT there's a World waiting for your contribution-JesusChristWillHelpYouAccomplishYourDream-Ask  
1212,"Sad day here in Cometland, school is closed for a few weeks  "
1213,11 more  til I can stop feeling  I hate 
1215,YouHaveToStudyWorkHardajajkskanakaoanakaa aaaaand BOOMSHAKALAKAAAA ????   but 
1216,I miss you so much!! I can't wait for you to be back home!! 
1217,"Maybe I should hang myself with the Christmas lights, there's a nice image for you. Tis the season after all.   "
1220,A.M. choice if you're mentally well: What clothes should I wear? A.M. choice if you're : What mask should I wear? 
1222,Nearly 1 in 2 men feel  over the  period
1224,I'll give in to happiness when it shows its self  
1226,??you will be ok??    pic.twitter.com/qNSQ2CDuZX
1227,Bout to break out my secret Santa gift after taking this fatass L in fantasy...   pic.twitter.com/rXmMEsoOPJ
1231,Maybe I am writting to much..    * going to bed* ..
1236,"So, that new  movie was a real hoot ?????³  "
1237,And as quickly as it entered my life it left. You will surely be missed. Goodbye for now bee filter! Until next time 
1238,I just wanna stay up all night play FFXV and not go to work tomorrow.. 
1239,"I try to be optimistic, but it just gets hard when all attempts to try are met with failure. "
1240,seriously increases the risk both of developing and also dying from heart disease
1241,Wouldn't it be great if you looked forward to every tomorrow with the same anticipation you do New Year's?   
1242,"Happy New Year to you all! Remember the power to make it/you, a happy one, is in yourself  "
1243,It appears that my bffs  &  decided to stop by today making it impossible to leave the house. 
1244,"The first step to beating  or  is to take responsibility for yourself, stop blaming others or circumstances"
1245,It's only 40 minutes before the  arrives an the  months begin. Look after yourselves and others speak about your problems  pic.twitter.com/gDHivI7EAN
1246,Is it true that what ever doesn't killl you makes you stronger?   I'm not so sure.    pic.twitter.com/RzFBCeaGn2
1247,"I want 2 wish every Amazing person I've met & conversed on Twitter Health, love & happiness for 2017! Thank u guys?? "
1248,Just wish people understood mental illness   
1249,"Starting 5 positive things exercise,again. It's just writing down 5 good things that happened. It helps with surviving bad days. "
1251," is caused by low serotonin. Serotonin motivates, hence why depressed people have no motivation. Activity creates serotonin"
1258,People with depression are 4x more likely to have a heart attack 
1259,New year's eve is so sad to me because it's when my most beloved band split up.    ???
1261,Everyone responds differently to  . Some patients take longer before noticing a difference in how they feel. .
1262,Happy new year... 2017 Bye bye the year of 
1264,"Honestly considering grabbing a cider, putting on Forest Gump and having a good ugly cry.  "
1265,Pray for all communities and individuals facing mental health crises.  
1266,"Live in the present, live in the now!     pic.twitter.com/uBd53HFV3z"
1267,Have u been secretly battling /? Make 2017 the year you tell someone & seek help. You deserve 2 be happy! 
1273,It's been a strange year. I beat  at last. I started 2 believe that  it really is2017 I'm ready ???
1277,is in the news a lot for treating  and other conditions; but what is it? Contact us to learn more!  pic.twitter.com/3cOsMwidYM
1280,"Overall, right now, and that's what matters, I am happier and stronger than I was on the same day last year  "
1281,"I managed a continuous 118 day remission in  in 2016,though it was preceded by one of the longest&toughest episodes of depression"
1282,Less than an hour into the year & someone has already upset me. Just put me down ???§   
1283,"Dissociation is quite something. Weird to be disconnected from internal feeling, the senses and the environment. Bless serotonin "
1284,"If you want a  treatment with little/no side effects, then you want to ask for  Therapy! pic.twitter.com/fJgV89iagH"
1285,"Happy New Year!! Here's to 2017, believe me, it can't go any worse than 2016 did. Yay for 2017! Lol.  "
1287,Tweeting about mental illness doesn't make you brave. Having the courage every day to battle an invisible enemy does.  
1290,Huhhh fuck... wish me luck!   
1294,to all of you with  and  who aren't looking forward to the new year. You aren't alone??feel free to message me if you want
1295,Cultivate supportive relationships in order to end 
1300,"Jesus I love it when people say ""don't be such a d-buzz just be happier"". Omg I never thought of that! Hey a cure   pic.twitter.com/vXagPPBCKH"
1301,Something nobody will read   .  pic.twitter.com/XQ5Qtey1B4
1302,Getting a temporary break in the  to enjoy Rounda Rousey's loss ??? Abusive bitch deserved it. 
1305,"Try to understand the blackness, lethargy, hopelessness, and loneliness theyâre going through. "
1306,When ur father AND ur brother lost our transport card...    pic.twitter.com/ZvFZbIgIvo
1307,Just read that isolation can lead to ?????????? I've never seen another human in my LIFE and I am FINE AhahhahahaHA
1313,Someone quoted and hash tagged one of my tweets once with 
1314,"Too much tasks at work can cause stress, , and even poor performance"
1315,"I really need to know which  composer wrote ""Bubbles,"" if only to know who to blame for my week-long melancholy... "
1318,Anger replaced by love = calming. If we love Him all things (& whatever angers you) will work together for good.  
1319,therapy could be an effective option for treating  in adolescents.  pic.twitter.com/Dqo97PbLfn
1321,"Sometimes tears are hard to dry wanting only to say goodbye, there's too much to do so let this life live for you. ?© "
1323,can be treated and you can feel better
1326,Glad the way eastenders is doing Lee's storyline   
1327,I am legitimately afraid of using social media. Too neurotic.
1328,it does but it's not   pic.twitter.com/NdjFnOqSFP
1329," mood can be caused by infectious diseases, nutritional deficiencies, neurological conditions, and physiological problems."
1331,"I'm going to keep banging on about this, cos it's true. What you focus on, you get more of. Stop telling yourself you're  or . Tell yourself you're happy, strong, confident, powerful. Not only cos you ARE, but cos your brilliant mind listens to what you tell it. pic.twitter.com/gBQn7yEjsJ"
1332,Ugh. Woke up to the same acne covered face this morning... Yyayyy????
1333,Portable Transparent Tobacco Rolling Machine  pic.twitter.com/k7Sb0Q11fW
1334,Certain medications are known to cause  mood in a significant number of patients.
1339,Didnt get to live through the  but Ive sure been to a lot of steak and shakes
1340,bro why is everyone so  and blacked out? i was gone for 5 hours and all hell broke loose
1344,Your inner bitch will do all she can to convince you that everything is hopeless and you are beyond . She loves you being  cos she has a captive audience to listen to her negativity. Don't fall for her BS! Nothing is ever as hopeless as she makes out.  pic.twitter.com/dBXeDgF3eR
1346,"""It's all pointless.."" - a statement a  brain would make. Non-depressed brains would probably never come up with it, no matter how bad life was. Ultimately life does look pointless. But we're here. You & I. Alive. Now. Please grab onto life & hold on. "
1347,Have you ever danced till you fainted! It has a great feeling especially when you feel depressed 
1348,"You keep losing your self respect , if u keep giving them chances.??   "
1349,"A  to life is so important. Its very possible... by being in a  mood youre depressing your immune system, meaning you cannot fight diseases as best you can. Drs. Joan and Peter Cohn. Get out there and spread  today!"
1351,I'm stuck around 885 for so long  I haven't gained a follow today! 1!!1!1!1!  Im  now  Gonna   /s
1355,Plum Blossom Patterned White Ceramic Smoking Pipe  
1356,just got my phone confiscated for doing an anxiety test  great.  whelp bye again.
1364,I feel so confused Right now... One topic is telling me- you gotta move on or ditch this dude....  Another topic appeared saying- let's have a good time baby...  What the fuck dudes..
1367,low-key high-key  im not at kcon la rn?? I WANNA GO SO BAD OMG yall better catch me next year at kcon la 2020 having high-touch with my boys seungwoo and eunsang akshsj
1368,Cavalry Style Electronic Cigarette  pic.twitter.com/3ia1npbgPU
1370,You all ever heard a song so good but now you cant remember it
1372,Nobody chooses to be . But we do have the power to choose how we deal with it. We can give in & let the black dog hound us.  Or we can choose to fight the inner b*tch that keeps us prisoner. Start by choosing to ignore her voice & choose  thoughts instead. pic.twitter.com/qQNAgbgC1I
1373,Sometimes I wonder if Tom Selleck ever thinks about me and then I remember that Tom Selleck has absolutely no idea who I am.
1374,"If you cheat, you are trash. I don't care what the situation is, doesn't matter. Nobody deserves to fall asleep at night wondering why they weren't enough?? "
1375,"Since someone deactivated, i don't know who  So i m  now  Gonna "
1376,How do u know if your  ?? Asking for a friend
1377,Ive done enough today time 2 he
1378,I am the writer of my own disasters
1379,IN NEED OF My WAVES and little CURLS
1380,of course my only follower unfollows
1381,"Older  people may have cognitive symptoms of recent onset, such as , and a more noticeable slowing of movements."
1382,This is a tragic day lads ??   pic.twitter.com/QvHVGfnJFZ
1383,"A  person may report multiple physical symptoms such as fatigue, headaches, or digestive problems."
1384,"Insomnia is common among the . In the typical pattern, a person wakes very early and cannot get back to sleep."
1386,EdGy DepReSsEd TeEnAgEr  blacked out my pfp  pic.twitter.com/bsqBWkKqZP
1390,My man has been working out of town for a year already & I still cry every time he has to leave  :(
1391,my 8 year old cousin stopped sharing her location with me
1399,"The sad thing when you lie all the time is that when you say the truth, it always sounds like a lie even to yourself.    "
1402,"so like... i lost all my followers but when i press the thingy to show who im following and who my followers are, theyre all there...   Send help ?????   "
1405,Imagine having a figure like  ffs Id never wear clothes! shes just bloody perfect - wish I hadnt seen these photos    pic.twitter.com/EKeUu6aXvY
1409,"today I died to a mech in fortnite I'm  and , going to blAcK ouT my profile picture smh my head"
1410," people may be preoccupied with thoughts of worthlessness, inappropriate guilt, helplessness, hopelessness, and self-hatred."
1412,I think depression and grief and anxiety and so many mental illnesses really are like the ocean. Sometimes it's a great day for swimming and sometimes the waves are knocking you flat. It never fully gets better. But try to hang on to the good days guys. I will too
1414,"oh no  Bennys my love, my life came on shuffle and Im   pic.twitter.com/gg7pWVFvat"
1421,Ya girl was really excited to sign up for informed delivery through USPS so I could see what fun stuff was coming in the mail... plot twist its all just bills
1422,"I hate Twitter. Anyone  or  today, here are my . pic.twitter.com/q6kKhO7MCR"
1429," good evening all! I have had a most interesting and life - defining day. How about the rest of you? Feeling well, bad, middling, over the top, or what? I'm  but trudging through its muddy presence with all my might!"
1430,Before pictures of the Fortress of Solitude because I have been so   pic.twitter.com/kejJRCyF9L
1431,"Asked our girls how they would react if their best friend didnt invite them to their birthday party.... one of them said  dont hit me up, only real ones know whats up."
1432,"Whenever I see old people at the  I always get so . Like, apparently I have to do this forever.  "
1434,Why are people on twitter so depressing...
1435,Of course Raj has twisted tea bags after I graduate..... I never got to throw my Boston tea party
1438,"For anyone having a bad day, I love you. It doesnt matter if anyone else out there does, know that I do. So next time you see yourself in the mirror, smile.  "
1440,Just finished Schitts Creek and didnt even know it
1441,do my tweets exist out of my profile cuz i dont think they do no one finds them
1442,Microplush blankets are the  of  people.  pic.twitter.com/rb53cZSTXP
1445,"Well my darling Beatrice has now got cardiac cachexia, basically because of her heart disease she is losing weight quickly ?? Her heart consultant says there is nothing we can do to stop this as it is part of the disease progression ??  pic.twitter.com/oNm1tNFjVW"
1447,My nephew just told me I can't have a cookie. .
1448,"When you're  you don't control your thoughts, your thoughts control you."
1451,I never thought I'd see my life represented as an emoji     pic.twitter.com/GkCLHHZ1sT
1452,"Rain, the cold, wind and the first ripe cookers of the year. Autumns coming early to South Buckinghamshire....  pic.twitter.com/OvflB8Foef"
1453,If this shit ain't making me famous soon... Igc .... Or something   If anyone feel petty for me.. Then PLEASE HELP ME! ?? I just wanna be loved and appreciated!   And igc = I'm gonna cry..  And not I'm going crazy. If anyone asks.
1454,Creating this account because Im  lol.
1458,Can someone point me in the nearest meme direction? I dont have insta and now idk where to find them
1459,"depression is real. if you're feeling , talk to somebody. talk to me. im all ears. it helps."
1461,wow im  but i have so many good things happening in the next few months i just gotta hang in there.......
1462,Tooth aches are the worst ??
1465,900 mAh Laconic Style Vape Kit  pic.twitter.com/WDCJREnfhw
1466,"i find it really interesting how  shows up differently in men vs. women. Depression in men usually manifests in men as workaholism or addiction. in women, you usually see the more classic symptoms like crying,  mood, difficulty getting out of bed, etc.  pic.twitter.com/C6Hi8MOkKB"
1468,Even 'Pandar Molom' Is More Successful Than Me...
1470,"I just need 2 more things to do... But, why is it so hard? ???? "
1472,Happy belated birthday koy   pic.twitter.com/YyTNdO2TcX
1473,"H've you ever  tweeted a tweet liKE    (etc,etc).......????  People will likes them tooo.... So don't show your sadness in social media.....!!! Be StrOng......"
1479,"Less than two weeks until summer 2019 is officially over, I am "
1484,"Gazing in wonder at what may be, my last wine club shipment.  "
1485,Geometric Design 80W Vape Kit  pic.twitter.com/qTuOiX6PO9
1486,"Some of these ,   quotes are just cringe"
1487,I hate a tease!! First you get my hopes up and then you act like its all fine and then nothing. You just freeze on me and leave me all alone in silence. It so very rude. I hate you Xbox live
1489,"I'm going to keep banging on about this, cos it's true. What you focus on, you get more of. Stop telling yourself you're  or . Tell yourself you're happy, strong, confident, powerful. Not only cos you ARE, but cos your brilliant mind listens to what you tell it. pic.twitter.com/CIMOnc0ocM"
1490,So much for riding September October. Minimum November so let's just say done for the year??
1491,Or when you are  and you're all like I know all my demons we chat all the time.  pic.twitter.com/YadUUZhU6E
1492,This song on repeat all day    pic.twitter.com/b6lMpVGyPz
1496,"Dysthymia is a state of chronic  mood, the symptoms of which do not meet the severity of a major ."
1498,A  () happens when a person has at least two weeks of  mood.
1501,wtf bro 0 stars in my first attack in war fuck this shit man
1502,Compact Metal Leaf Grinder with Four Layers  pic.twitter.com/VTan3PBT6H
1504,Really trying to not look at tweets or watch any videos from Alisons first red rocks show I am
1505,Small Ceramic Ashtrays for Cigars  pic.twitter.com/ZYWWqXc427
1506,I dont hate white people. White people hate me. I dont hate white women. White women have rejected me constantly. I am white myself but we really do suck
1508,I like this and thought I would share in case it helps a little    pic.twitter.com/m2alvA4RN5
1509,I accidentally Fucked up my hair  ??????
1511,"If I DM you , Will you reply me...?   "
1513,"No no no, everyone is starting to go back to school & Im not "
1514,man im really one of those bitches who says theyre broke all the time but will spend 40+ dollars on alcohol every weekend sorry Im just
1515,mood is often one of the early symptoms of hypothyroidism (reduced activity of the thyroid gland).
1517," mood can be caused by infectious diseases, nutritional deficiencies, neurological conditions, and physiological problems."
1520,Certain medications are known to cause  mood in a significant number of patients.
1522,Nobody chooses to be . But we do have the power to choose how we deal with it. We can give in & let the black dog hound us.  Or we can choose to fight the inner b*tch that keeps us prisoner. Start by choosing to ignore her voice & choose  thoughts instead. pic.twitter.com/zMZcKcpuJb
1526,Chocolate cake for supper.
1528,Im now  I will be blacking out my pfp and deactivating. Expect to see me back in 2 minutes tho cuz Im a clout chaser.
1531,i have no classes with my neighbuour or my budster and we dont even have LUNCH ??
1534,"Another year of me not going to beautycon ?????? , seriously worst day of my life "
1536,Saturday nigjt watching this is england 90
1537,Timmy said I changed  I'm depressed eboy now
1539,so..had to restore my phone today..all my beautiful memes and stickers are gone..I feel like my son died.
1543,Eeyore was my favourite Winnie the Pooh character growing up.. now I understand why ??
1544,"No mater how many times you lose in a game, it will always tell you ""try again""... When things go sideways, sit back and enjoy a favorite game.   "
1546,This algorithm can guide management of the next  or Suicidal patient you see in your ED.  covers this complicated and critical Chief Complaint. pic.twitter.com/z3EKgdKzY0
1547," people may have problems concentrating, remembering details or making decisions, and may contemplate, attempt or commit suicide."
1552,nobody knows its my birthday am so depressed
1553,I saw a sad video and it ruined my whole day. So now I'm drinking a michelada and just bought 60$ worth of weed
1554,"I'm not sure if other people with suicide/depressed/ friends/family/etc ever worry about waking up to the people they care about just... . And it's really difficult to process day after day, and try to act like nothings wrong."
1555,I just wanted smash burger but Im on crutches and they dont have a drive through so Im
1556,Friday night. Trying to relax. Can't. Today was the 2nd time in my 20 years of federal biofuels advocacy where we just flat out lost. No way to sugarcoat it. Leaves me sick to my stomach knowing what farmers are going thru and seeing biofuels plants shut down.
1557,"Im watching One Strange Rock on Netflix, talking about how Earth began, how it survives, its dangers and our danger. These types of documentaries always remind me how nothing fuckn matters and were all gonna die because were killing ourselves?? "
1558,I really need commission work
1561,We rush to care for physical problems but often act like emotional problems are unimportant.
1566,can have many different symptoms.  pic.twitter.com/CeORRKfncL
1568,"Infact if you keenly observe all religion haters, community haters are currently down with depression attack."
1570,Do you set boundaries for yourself. Not doing so will eventually create unintended stress and anxiety. Setting boundaries will make life a whole lot easier.
1575,Hey what s up family I'm having depression for dinner
1579,"Sometimes when you plan your day to be the most productive, depression puts you down anyway. You have to be your best even then and proceed with your plans.   "
1580,"just learned that the wizard of oz was a metaphor for the monetary system in the wake of the great depression. yellow brick = gold, Oz = ounce, etc. Theres way more.   "
1582,"Anxiety in the heart of man causes depression, But a good word makes it glad.   Proverbs 12:25"
1583,"If you're friended with me, and I find out you think all someone has to do is snap out of it re: their  and PTSD... do me a favour:"
1584,Welcome to the panic room Where all your darkest fears are gonna Come for you    pic.twitter.com/8k0iXet8z5
1585,"Friends & family should be on your side when it comes to helping you manage & eventually beat . Being open about your illness with those close to you can help them understand whats going on for you, and why they may think youve not been yourself. "
1587,Deserve the world and if you feel like nobody cares or wants you here I do I love you and I care and I want you here dont let this people tell you that your not worth it because you are your worth everything
1590,The next story about depression was also awesome. What a super lady to shine through tough times and then tell her story to help others.
1597,If you're dealing with depression just remember you aren't alone talk to closes person who been there for you and trust you I know it's hard to speak up I'll try to help you too as much as I can to hear your problems
1604,That... I couldn't believe my luck. I was so excited to be with her. Or going to be with her again when I lived in Chandler and she lived in Spokane. We connected again through email. And we started talking and texting and emailing. I was so excited.
1617,Try to keep up with social activities even if you dont feel like it. It'll help with
1618,Mindfulness Therapy is the application of depression for healing  and  and emotional pain. This is a very powerful approach once you have learned how to do this.
1625,Mindfulness Therapy is the application of depression for healing  and . This is a very powerful approach once you have learned how to do this.
1629,Are you feeling like you don't deserve to be going through all of this love problems have you given your whole heart to this person has this person betrayed you and make you feel like you're at nothing DM free reading today    pic.twitter.com/dDCsytXjbl
1634,Best anxiety & depression  quick fix : the loving eyes of your pup. The world feels 1000 times more hopeful after a receiving some . pic.twitter.com/PlCs6KUyGj
1637,With nasal spray of  ketamine being introduced by end year its administration will be safer. However it is pricey so IM/IV ketamine will remain for treatment resistant .
1641,"â@JamieLOVEHarris: is the sun ever gonna shine again? â YES, it WILL! :)"
1644,"I dreamt that  was back. Alas, it was just a dream. "
1645,I want to read books and learn more. But books are to damn expensive. Reading PDF format from computer screen sucks. 
1646," because I had a dream @ralligatorrr & I were on springbreak in cancun, woke up and realized I was still in Ohio & it's December???­"
