hashtags,place,text,user_description,user_location
,,RT @ManishTewari: That is victim hood. People have called out people irrespective of faith for behaving irresponsibly.Rather than accept th…,,
,,@szasclit @SelenaFanClub @selenagomez @selenagomez WE FOUND THE CURE TO CORONA,I hate being left on read,
,,of this pandemic ADB has given us 50m$ IMF gave poor countries good packages on debt returns also given news loans on 0% intrst rate-Pakistan has also contributed 4 million dollars in SAARC corona fight fund but where everything is going. . .are they gonna tell us that it was +,انسٹاگرام : _danishehzad@,"New Orleans, Islamabad "
Sikharchandi_Nagar,,"To protect our area people from Corona ,we are giving awarness in daily basic #Sikharchandi_Nagar ,ward no 2 ,BMC
@Naveen_Odisha @bbsrcentralmla @CMO_Odisha https://t.co/LNqEndpSOO",,Bhubaneswar 
,,RT @jkikubye: The Romantic Mukiga has something to say🤣🤣,International Comedian | African Comedian of the year nominee ADARA Awards South Africa🇿🇦 | Radio Host @hot100_ug | Actor | EventsMc | Writer | Traveler,kampala uganda
corona covid disease infection influenza mask pa,,Infected corona virus covid-19 woman isolated in hospital https://t.co/u3cw45F18n #corona #covid-19 #disease #infection #influenza #mask #pa https://t.co/md6U9dJixN,After Effects templates created by video professionals from all over the world.,United States
,,RT @sherryrehman: Without enough test kits we will face a terrible crisis. Right now NO functional test kits have been provided to Sindh as…,MATHEMATICIAN (studying Mathematics at University of Sindh Jamshoro),"Dadu, Pakistan"
,,"Thank you central govt for saving our lives from the effect of Corona Virus, we donot have medical facilities, lockdown is best facility to counter Corona Virus",At present I am govt servant. I am interested in social worker.I feel pleasure in doing this type of work.,Faridabad
,,"@ZeeNews Plzz listen my song 'GO CORONA GO' 

https://t.co/YdGE2YD5Ns","#MusicCreator 🎸 #ChaiLover ☕ #MemeMaker😆 #AmateurWritter ✍️ #ModiFollower 🚩#MaakaNaukar🙏
Pureपहाड़ी😎",
,,RT @amothann: My 89 year old mum has Corona Virus and is in a care home. She is about to be given an end of life injection when the doctor…,"Born Salford now live in Droylsden. Been a Blue for 60 years. First game at Maine Road 1964. Favourite player Tony Coleman. 2nd,Vinny.",Droylsden 
CoronavirusOutbreak,,"Ofcourse this is the logic.
The very first infected person, from where he got infection...???
Means the virus is here in the world.
Only the so callled DAHSHAT is new.

#CoronavirusOutbreak https://t.co/ybLASjoAoL","Doctor,
Research officer,
Writer,
#Admirer of Nature 📷 #DM if needed only or I will block.
Life is beautiful & emm appreciating Allah's Qudrat. #Alhamdulillah.","Nagpur, India"
,,"RT @MaridhasAnswers: In Tamil Nadu, the Tablighis make up over 90% of the confirmed Corona cases. The media is covering up this truth by us…",,"Chennai, India"
,,"RT @no_silenced: World's Worst Mayor Slaps 9 PM Curfew on Chicago Liquor Sales for No Reason

Now the out of control Communist Mayor Lightf…","Christian Mom & Grandmother—Florida Voter. Back our Military & Law Enforcement—1A,2A—-I’m done with the NFL,NASCAR, I ONLY KNEEL FOR JESUS",USA
,,"Corona virus
Hungry grasshoppers
Deadly hornets
What is the next mission?
Figtht against the satan isnt it?",Bundan böyle yolu yok...,
,,"@SydneyLWatson So much wrong with her statement. If we went to europe we wouldnt die. ""You"" are not chasing us anywhere. You cant speak for africa. And we wont get corona cause we stay at home. Intelligence 0. Ignorance 100.","I'm not a doctor, but I operate! 
Go Province! Brakpan Rugby. Gamer. MeSSo_DBB. Christian. Conservative. 
My vrou sê eks nie lekker nie!",
,,RT @kthalps: The difference between Biden and Bernie is that one was willing to infect people with corona virus to win and one wasn’t.,I teach 6th grade I ain't scared of NOTHING,"Encino, Los Angeles"
,,"RT @SmokingSkills_: Too late to tweet this but I never felt so safe at any place than I felt in Noida. Be it riots, corona or anything. No…",,
coronavirus,,"RT @SenRickScott: During the #coronavirus pandemic the @WHO has served as a puppet for the Chinese Communist Party.

And as the largest con…",Politics Government & Politics #Election2016,"Barre, VT"
,,RT @EricRWeinstein: [Whispered into Phone]: I’d like to be rewarded for reporting a high public Los Angeles official who may have gotten an…,Events Manager at Four Seasons Total Landscaping. 🇺🇸,"Texas, USA"
,,"RT @saahilmenghani: 👉Lethal lapse by WEST DELHI's Maharaja Agrasen Hospital
 
👉Corona +ive man dies here on April 4

👉Hospital gives body t…","Staunch @INCIndia supporter. Views on Indian Politics, VC, Funding, Startups & Hotel Business.",Middle East & Africa
lockdownindia,,Was India under prepared when the out break of Corona virus took place in the early Jan 2020. If this could have been taken seriously at the beginning itself then there would been no necessity of #lockdownindia @TimesNow @ndtv @ThePrintIndia,"Engineer by Profession. Passion for writing.Trouble shooter but not Trouble monger.Loves Poetry, Photography & Adventure touring Places of Interest.",India
cdnpoli Easter CoronavirusOutbreak Corona,,RT @BevAzevedo: Things that trigger Conservatives. #cdnpoli @PierrePoilievre #Easter #CoronavirusOutbreak #Corona #ThingsThatTriggerConserv…,"Bio,  longstanding  activist  for equal rights -  political honesty and accountability. Please no DM's. Please NO LISTS!! Thanks. I AM ANTIFA !!!!",Canada
,,"RT @RoArquette: Now our corrupt  federal government has decided to end the testing sites for the corona virus  ,yes ,they are doing that to…",,
,,After corona and before.. 😂 https://t.co/T76VRTCS4L,,
,,RT @erigganewmoney: One question I wan ask be say “ if una fit use all this big money fight corona virus why una no come fit de pay each Ni…,💚,Nigeria
,,"RT @RrpPatel: @iAsura_ @A31X64Vijay It’s more than https://t.co/XIl5FsbS5j war fighting is known to us.
But here they hidden warrior who ar…","Dreaming for a Strong, Powerful & Glorious 'Great-INDIA' (Akhand Bharat) ... in a Beautiful WORLD !!! .. RTs are Not Endorsements !",INDIA. (Bharat)
SirajulHaq_SettingExamples,,"RT @aaramzai: Son of Siraj Ul Haq Dr @MirajulhaqJIP fighting against Corona Viruses .

 #SirajulHaq_SettingExamples https://t.co/dBe0ICEt5O",,"Karachi, Pakistan"
,,"RT @narendramodi: Great! 

Need maximum number of people to have Aarogya Setu on their phones. Let’s keep urging citizens to download the A…",from ajmer,
,,"Maharashtra is leading Corona fight .. good show so far by UT n AUT 👏 But few setbacks for them - Doctors’ protest for PPE, tea vendor for CM’s personnel, Wadhawan’s permission, highest cases n death rates - I am sure they will control these fast @CMOMaharashtra @AUThackeray","Love Belgaum, Love HCL, Love India 🇮🇳, Love Startups, naturally Vivek 😏","Noida, India"
,,"people are so blind. We are SO MISINFORMED on corona We don’t even know what it is. 

Perfect for them to microchip us and shit. 

You wanna attend a nba game in the future, you’ll need a certificate/ID to verify you have been vaccines. 

We will never make it back to normal",just helping to get rid of the evil and sick people on this planet,
,,"@DinaAKalmeta @John_F_Kennnedy @Strange ADRENOCHROME contains its own meaning 
CORONA MENORRHOEA ENCHARMED CODENAME ANEMOCHORE MAROONER MENARCHE ARCHON ENCODE ANCHORED DEERHORN HORMONE MONARCH DEMON HORNED ONE",Christian Patriot WWG1WGA WordElf Lexigrammer In God We Trust,UK 
,,"RT @jessehawken: Weren’t you making Corona jokes 20,000 American deaths ago? https://t.co/Cpv5IZj6xc",Angels can fly because they take themselves lightly.,
,,RT @greg_faull: Households of staff and recently discharged patients from the North West Regional Hospital have been directed to self-quara…,"I come from the land down under, down under. The only Australia I want to reclaim is a tolerant, decent and compassionate one.",
,,@Yamiche Stop him! Corona Virus! F the economy if you have no people to employ!,"US Navy Veteran, Immigrant, Teacher, Student",New Jersey
,,RT @BankyW: So for the State Governments that have suspended isolation &amp; social distancing for Easter... do they have an agreement with the…,"BSc Architecture, Masters in Environmental Design. A proud 🇳🇬","Lagos, Nigeria"
COVID19,,"RT @ANI: 17 more #COVID19 positive cases reported in Bihar in the last 24 hours, taking total number of corona virus cases in the state to…","Success is never final, failure is never fatal. It's courage that counts. #Facebook:https://t.co/mYAMDsFoVl",Paradise On Earth 
,,"RT @narendramodi: Great! 

Need maximum number of people to have Aarogya Setu on their phones. Let’s keep urging citizens to download the A…",Proud Indian ll Engineer ll Excited to be part of the india growth story!,India
,,These corona dreams yh,Robyn Fenty stan account 🇧🇧 HowardU,She/They/The Stallion
,,Stay home save lives  be carefull from corona virus,stay home save life,
,,"RT @AmelieinTokyo: @JapanIntercult They slowly implemented early April, but requested that employees don’t do WHF more than 3 days in a row…",NEWSエコパ静岡県4/9&10 ^♥^ Generations埼玉5/14 ^♥^ H&L THE LIVE9/3 ^♥^ 三代目11/12ナゴヤド-ム ^♥^ AAA ^♥^ FT Island Five Treasures日本武道館4/30平成最後🇯🇵🇰🇷🇹🇭🇹🇼🇨🇳,＋六十三
,,RT @jaboukie: the reason corona wasn’t discovered earlier in the US,"former roller derby player, current nurse & student 🏳️‍🌈 💙 she/her","Philadelphia, PA"
,,RT @TheyCraveIce: Bomb ass marketing,,United States
,,@briankoppelman Coffee meets Corona. July 4th.,"Gambler, Photographer, and President. I made a wheel once. Founder & CEO of @RunGoodGear, @RGPokerSeries, @RunGoodEvents, and @8131media.",
,,"Corona Virus: Migrant laborers on the streets, arson and ransacked due to lockdown in Surat https://t.co/1ECGGTqSfX https://t.co/ZgZIIpbP8M",,
Wonho Feiertag GoodFriday OneDirection2020 HappyEaster cela bosh Derek FridayThoughts cooks Brazil COVID Corona Jesus Trump ToryLanez China Eurogroup gros,,"@LizRNC @realDonaldTrump l will do organic top youtube video promotion
https://t.co/YU8eyvHb9u
#Wonho #Feiertag #GoodFriday #OneDirection2020 #HappyEaster #cela #bosh #Derek #FridayThoughts #cooks #Brazil #COVID-19 #Corona #Jesus #Trump #ToryLanez #China #Eurogroup #gros",great,
,,RT @PakPMO: No government can win this war against Corona alone. We have to stand together as one nation and work in coordination. For that…,Air charters -Logistics-exhibitions-Events-tweets are my Personel not official & retweets are not endorsements 💕 I Support PM Imran Khan’s vision in 🇵🇰,United Arab Emirates
,,RT @theRealKiyosaki: BREAKING NEWS. Corona VACCINE the new GOLD. BIll Gates announce his vaccine begins human testing today. SURPRISED? I’m…,"Sportler, Selbstständig, Gründer, Gesellschafter",Paderborn
BestCMOfTheWorld,,"RT @narendramodi177: Who is Handling the State Better in Corona epide mics? #BestCMOfTheWorld

RT for                             Likes for…","UNITE TO DEFEAT BREAK BHARAT FORCES 

RETWEETS ARE NOT ENDORSEMENTS",
coronavirus,,"RT @SenRickScott: During the #coronavirus pandemic the @WHO has served as a puppet for the Chinese Communist Party.

And as the largest con…",🇶 🐾 🔥#HKDFP⚔️Love life💖be fun🤪be strong as always!  #WeThePeople #Patriot #FreeHK #FreeUyghurs 🙏💪#boycottChina #MakeChinaPay #FightForFreedom,
,,"RT @redlightvoices: New figures show hidden impact of coronavirus on Dutch death toll

Based on data released by the Central Bureau for Sta…",Om du undrar över riskgrupper och hur covid-19 kan påverka din och närståendes hälsa kolla in WHOs information. Den är utförligare än Folkhälsomyndighetens.,
,,RT @jaboukie: the reason corona wasn’t discovered earlier in the US,Trying to be better.,Pakistan
,,"Somebody 99 survived corona, he probably mad😂","(Never Told, Never Will) | 1468 SnS | 🖐🏾✌🏾➰Loyalty➰ . 🎓Co/17","New Orleans, LA"
coronavirus,,"RT @SenRickScott: During the #coronavirus pandemic the @WHO has served as a puppet for the Chinese Communist Party.

And as the largest con…","不放棄  不放棄  永不放棄 
熱愛生命 ❤ 珍惜生命 ❤ 也請尊重生命",
,"Upper St Clair, PA",@JackPosobiec They’ve been burying unclaimed bodies on hart island for years. This is intentionally misleading. These unclaimed bodies have been overflowing morgues since the opioid crisis began. These aren’t corona victims.,dad. yinzer. metalhead. former major crimes detective and member of the internet crimes against children task force. ambassador for liberty. ultra/magnus.,United States
Coronacapitalism,,"RT @CorpWatchUK: #Coronacapitalism: 6 ways capitalism spreads corona crisis

https://t.co/8q5ZfHTTZp

Who spreads a crisis? People jogging…","Atheist, gay, vegan, Antifaschist / #MitteMichNichtVoll #FCKCDU #FCKNZS #NoAfD #FCKAfD #NazisRaus #indyref2  #LeaveALightOnForScotland  🏳️‍🌈🌱","Wuppertal, Nordrhein-Westfalen"
,,"RT @Osi_Suave: America is using mass graves to bury victims of corona virus. 

America o  

America  

Dont worry now.  Go for Jumat and Ea…","Woman, Feminist, Food lover, Music lover, Travel enthusiast, on the road to Discovery IG @accessoriesbyaim",
,,RT @zoo_bear: This TOI article had ZERO RTs in 14 hours. https://t.co/zF1FjNg4Yv,"Musalmaan, Secular Indian and Analyst.",India
Corona COVID19,,"RT @LMKMovieManiac: .@Atlee_dir has donated ₹ 10 Lakhs towards #Corona #COVID19 relief 

Director's Union - 5 Lakhs
FEFSI - 5 lakhs

Grt ge…",𝙑𝙞𝙟𝙖𝙮👑𝘿𝙪𝙡𝙌𝙪𝙚𝙧 𝘿𝙞𝙚𝙝𝙖𝙧𝙙 𝙁𝙖𝙣 𝘽𝙤𝙮❤,𝐧𝐞𝐰 𝐭𝐡𝐢𝐧𝐠𝐬
,,RT @JoshEberley: A week earlier the president called Corona a hoax. Gobert made an incredibly stupid joke from an ignorant place but they c…,Focused on removing Trump and calling out his Twitter trolls,USA
,,Interesting they don’t allow us to see Web address https://t.co/k5Ah3vFcYi,"#helping others #inspiration, #takeaction #dreams, #entrepreneur,#realestate, #socialmedia, #twitter, #linkedin, #facebook,#truth, #patriot, #starseed WWG1WGA","Melbourne, Victoria"
,,Corona is going to cause a wave of gun violence in a year or two from now.,"Teabagging the Teabaggers! 

FREE CHELSEA MANNING","New Jersey, USA"
,,"RT @arvindgunasekar: Lav Aggarwal, Joint Secy, MoHFW has just said that there is no such report from ICMR which says Corona infections woul…","Gooner, @fnatic fanatic, olofboost was legal, atheist, i listen to discographies, fascists & fundamentalists 🖕
#LegalizeCannabis",India
,,"RT @SizweLo: Current corona virus deaths in Sweden are 59/million citizens. In 2018, the seasonal flu killed 80/million",,Kilifi 
ProWrestling ThisIsOutBreak TheFuture Corona,,"RT @ThisIsOutBreak: We miss you. Stay safe, we'll see you as soon as legally possible! 

#ProWrestling #ThisIsOutBreak #TheFuture #Corona #…","Father, Husband, Gym Manager, Folk Hero of the Ghetto, CoOwner/Pencil for OutBreak Wrestling. 
#ThisIsOutBreak","Badstreet, USA"
,,Nurses and doctors make those dancing tik tok vids cuz they have literally zero training on how to work ventilators and it's only respiratory therapists than can actually help Corona patients and nurses are just there to empty a patient's shit bucket,I'm an artist guys please like my art. I am also that weird sexuality thing  🤷‍♀️ ⚤ Please commission me. Happily married to my gorgeous wife Keisy,Trying to better myself
corona humhindustani IndiaFightsCarona GharBaithoIndia covid19,,"RT @iamjohnylever: Warning to #corona ⚠️ 
.
.
#humhindustani #IndiaFightsCarona #GharBaithoIndia #covid19 https://t.co/FiiS8SkzIo","I'm reminded of who I am, who I was, and who I'm supposed to be.
@ChrisEvans @paulwesley @chrishemsworth @RobertDowneyJr and everyone ❤️",Tardis 
,,"RT @MeenaDasNarayan: Hydroxychloroquine is founded 100% in kalonji seeds. 
So take Half teaspoon of Kalonji seed with Honey to prevent your…","Free thinker,blogger and technocrat.
Believes in Indian Exceptionalism ,Against Portugese invention of Caste ,On twitter to educate the Psuedo-(Sick)ulars!",History's Origin Point - India
,,RT @RealDrRusty: If you ever wanted to see what the Corona Virus looked like in short hair and earrings....this is probably it! https://t.c…,"YEHOVAH GOD, COUNTRY AND FAMILY. 
I AM FINALLY PROUD 2 B AMERICAN SINCE TRUMP. THOSE OTHER PRESIDENTS WERE A DISGRACE, SOLD AMERICA OUT. AMERICA IS GREAT AGAIN",United States
,,RT @ttocs35: More Media Lies!  Shocking Report of Mass Graves for COVID-19 Victims in the Bronx -- Downplays the Fact That IT HAS BEEN IN U…,#MAGA #KAG #TRUMP #STRONG2ASUPPORTER,
,,I fully agree. But for the good works of electricity life wud be worse than corona. I suggest a day of paying them tribute. Will d PM do it? https://t.co/x5YobkZ6mk,"Media Consultant, Academic, hates pseudo-intellectuals & Left liberal fakes and rever ancient Indian sages",Alleppey
,,"RT @MaridhasAnswers: In Tamil Nadu, the Tablighis make up over 90% of the confirmed Corona cases. The media is covering up this truth by us…","I am a very regressive person because I belive in everythings Indian ,including ideology.","New Delhi, India"
,,RT @yvonneanyanzwa: Can both of you link up please after corona @DianeRusset @AifyTheresa please 😭😭😭😭😭😭😭😭😭😭😭❤️❤️❤️❤️❤️❤️❤️❤️❤️🇳🇬🇳🇬✨✨✨💎💎💎 ht…,Jesus Freak/Junkie💪 U re welcome if u gat love but if not please stay clear 📴I'm more than ENOUGH🌻🏵 I wear my 👑 🍍,"Warri, Nigeria"
,,RT @mahsyako: if corona takes my bday i will take my life,,"California, USA"
,,RT @jaboukie: the reason corona wasn’t discovered earlier in the US,Black Lives Matter | Naomi Osaka Stan Account | 🇯🇵🏳️‍🌈,
,,RT @zackherryy: aight corona it’s too much now https://t.co/YVuSOISKDf,,
,,@realDonaldTrump You killed more people in Iraq Iran Afghanistan than this Corona will,I make mistakes,
,,"That is the politics you are trying to create. Everyone is condemning the Tablighi, no on has said all muslims. In such times, anyone who commits such an act would have been targetted. Virus is sans religion, you know! https://t.co/ZvbRBMqXt7","Nationalist, need I say more.
I support UCC, NRC.
Armed Forces = Respect. 
A student of life. Education must lead to humility.",
,,Coronavirus deaths jump to 32 as state now lists probable cases https://t.co/A8GQembWy2,The Twitter roost for a  business news website.serving Delaware.,Delaware
Balochistan,,RT @jam_kamal: A great gesture from BAP minority #Balochistan MPA Danish kummar. 5 million Rs donation in corona fund. https://t.co/Yw9tMdt…,"TU NY HUME MAYOUS NI KIA
 28.7.2017 Main ny HAZRAT IMAM HUSSAIN A.S k bad IMRAN KHAN ko dekha jo kasi kimat pr apna zamir bachne ko tyar ni","Lahore, Pakistan"
Why_Need_TrueWorship,,"RT @RajpootRekha1: #Why_Need_TrueWorship
Due to the declining level of spiritual knowledge, incurable diseases like cancer  Corona are happ…",संत रामपाल😋 जी के चरणो 🙏🦶मे शत🤗 शत 🤗नमन सतसाहेब🙏,Satlok 
,,BBC: Coronavirus: New York ramps up mass burials amid o... https://t.co/JhwJEoO3H5,I love allah,
,,"RT @MultipleKinks92: In times of Corona at least fuck and fill your sneaks 😈💦👟🧦

https://t.co/eBrZjpljKB https://t.co/vZqg8vUxGn",,
,,Mera new song corona out now https://t.co/oClbJeA1Dn @ Up 25 Waale https://t.co/b3uUepZNGV,I m YouTuber my channel Lk patola music and Lk patola music,"Bareilly, India"
,,@Varun_twitz_ Confirm Corona tha 😣😣🚶,#தல_ரசிகன் #Yuvan #Failure  #Believer #Dreamer #Idiot # #Sadistic 💔 Live & Let Live ❤️😍 🎶 தீதும் நன்றும் பிறர் தர வாரா....,
,,RT @thekarami: USPS: We’re an American institution that traces its roots back to the 1775 but we’re at risk of collapsing due to the corona…,i like dogs,"New Haven, CT"
,,RT @ThatCaliSigma: Lost someone close to me to Corona yesterday and the thing that’s hitting me hardest is that I can’t even go to his fune…,Just trying to clear all my notifications.,Somewhere between who got me and I got it.
,,"RT @AlamTanweer: ISKON was a main carrier of the virus in London. Does this mean we can spread hate against this sect? In Bhilwara, Rajasth…",illustrator. storyteller. people powered art projects. Will recycle anything esp ❤️. #Identitty #100IndianTinderTales.#BodyOfStories. Gender. KidLit.,Mumbai
COVIDー19,,"RT @Ashrafi4ever: message of solidarity with Iran's medical staff, on the front lines in the fight against #COVIDー19  from Seena Saeidian f…",ميتوان و بايد.هوادار سازمان مجاهدين خلق ايران,
,,RT @theRealKiyosaki: BREAKING NEWS. Corona VACCINE the new GOLD. BIll Gates announce his vaccine begins human testing today. SURPRISED? I’m…,Cool come and collected I'm just me,South Africa
,,"Bitches really ain’t tryna link cause this corona shit smh, fuccing my puss up 🤦🏽‍♂️",Free Goldie ⛓💜🦍 IG: _Poetg ♌️👑,
,,RT @Shehzad_Ind: It is highly unfair.. criminally unfair.. suits some though.. the silence .. secular liberal silence &amp; silence in the medi…,"science, Thiest, nationalist",
,,RT @qarisohaibrjd: Extraordinary times call for extraordinary measures.. @yadavtejashwi ji becomes the 1st leader who announced to give 50%…,Rahul Gandhi and Dravid fan | Proud follower of MMS and Nehru |Just to make my voice count,India
,,"@politico When Voter ID is required, then you can discuss some lame certificate for the corona virus.",,
,,"RT @erbmjha: Liberal Jamaat wants πiots in India.

One Jamaat spreading Corona, the other is inciting people to come on roads so that milli…","Extrovert, Hate pseudo seculars. Aspiring farmer.","Rudrapur, Uttarakhand"
,,M*A*S*H* and the corona virus https://t.co/jDCD1LgapO,Deputy Reeve of Party Town. Certified fresh by your Grandma. #AChannelsHometownHero. #CFLCommunityGamechanger,Edmonton Alberta Canada
,,"RT @PoliticalDi: While Corona is spreading India,
.
.
MP doesn't even have a health minister
.
.
Why you putting lives of Hindu's in danger…",,
,,RT @AzazSyed: I hope @MuradAliShahPPP will make some policy and would take action against this and others involved in looting  during #Coro…,Self employed in Germany,
,,"GGs to everyone we played, and thank you for hosting the tournament for a good cause! https://t.co/IBIhXXxTgi",Competitive Rocket League Player For @MambaModeGaming | x3 Top 32 RLRS | Top 24 RLRS Season 9 | RLCS X Regional 1,Canada
,,RT @Anele: Guys I love a beverage but this will create more movement. We can't all indulge in our vice because from here Churches can say b…,Professional Nurse || Creative Soul || Aspiring leader || Always learning,"Johannesburg, South Africa"
Dharavi,,RT @fadnavis_amruta: Handed over 5000 packets of food &amp; essentials for distribution to families of #Dharavi -to provide for requirements of…,ठाणे जिल्ह्यातुन प्रसिद्ध होणारे आता महाराष्ट्राचा आवाज बनलेले दैनिक वृत्तपत्र,"Maharashtra, India"
,,UK Professor Who Did His Research Rubbishes UN Race Baiter's Corona viru... https://t.co/rpoqIMSH28 via @YouTube,"If time (potential) is infinite, then anything that can happen once can happen twice, you'll just have to wait, Male, Anti-theistish, Musician, with an Xbone.",3rd coconut palm on your left.
,,RT @_ItsShark: BREAKING: CS Mutahi Kagwe has reported 5 new Corona  virus cases from 504 samples taken in the past 24 hours. This brings th…,"#killing all types of pain💉
Subjected to help the needy and the less fortunate in the community through my Charity Group.Putting God first before anything 🙏",Ngong-Kenya
,,"RT @Upyourjunker1: Why does it cost 10k to plonk a laptop on a table? Maybe buy a printer? 

Did other home workers from  industry get 10k,…",,
,,"RT @MaridhasAnswers: In Tamil Nadu, the Tablighis make up over 90% of the confirmed Corona cases. The media is covering up this truth by us…",Success in life is not dictated by your skills and knowledge but by your attitude towards life.,Bharat
,,@PinkiChaudharyj @Ritikakumariji Corona se yr,#samajwad#ssc aspirants#jai hind .🇳🇪 100%FB,"Varanasi, India"
,,RT @Dre_0wens: What if the corona virus saves the planet from global warming ? https://t.co/w9UeM3r0t2,sarcasm at its finest,bay area
,,"RT @muttonshunter: The spread of Corona virus is based on two factors.

1. How dense the population is.

2. How dense the population is.",Maktub✨,"Pretoria, South Africa"
,,RT @Asmali77: There’s a LOCKDOWN in Mogadishu over the corona virus pandemic BUT the more SIGNIFICANT factor is that there’s SOME semblance…,Technology| Entrepreneurship|Wildlife|Vivid traveller|Digital nomad,Somalia
,,RT @no_silenced: Omg that was close....I thought i should be tested for Corona because was out of breath....Then i realized i was tying my…,"God, Family & Country - #FollowsPatriots, American Nationalist, Conservative, Trumplican, MAGA & KAG, #AmericaFirstAlways  Parler @GGrandmaG75",
,,RT @zackherryy: aight corona it’s too much now https://t.co/YVuSOISKDf,drop gear and disappear,
,,RT @Urylle: Barack Obama “Predicted” the Corona Virus (5G) Plannedemic for the upcoming New World Order(One World Government) (1984 Orwelli…,TXmom2childW/#Vaxxed #Encephalopathy #BigPharma /Medical/Special interest Groups&CorruptGov call it autism. #DrainTheSwamp! MakeAmericaHealthyAgain!,
Corona,,RT @sambitswaraj: Why are there discrepancies in reporting #Corona cases/deaths amongst various state bodies in both West Bengal &amp; Maharast…,"#Indicwinger #farmerswithmodi
Loading .....","Mumbai, India"
,,"RT @MaridhasAnswers: In Tamil Nadu, the Tablighis make up over 90% of the confirmed Corona cases. The media is covering up this truth by us…",LOL salaam!! Comrades....,Among the clouds
donothingpresident,,@CNN @StCollinson I’m sure the #donothingpresident @realDonaldTrump will have a lifetime supply of corona virus test for himself and his family though.. 🤷🏻‍♀️,my story begins in Brooklyn; ❤️👨‍👩‍👧‍👦🐶🐶🐶🐶❤️ #nycgirl #voteblue,
,,@BSYBJP @amitmalviya what are your MLAs doing. Can you reprimand and lodge a complaint. Tumkur has corona cases and death and this is idiotic . Follow what you preach and get him to law. @NakulShenoy @suchetadalal https://t.co/W78xc58Zfj,"Seeker, Jiddu , Ramana Maharishi , Common man. non partisan. non Sanghi, non congi, non commi, my own man , retweets are not endorsements",
dontbeanidiot stayhome,,"RT @SonnalliSeygall: This pic is dedicated to all the Cov-idiots who are still stepping out of the house 🤮

#dontbeanidiot #stayhome #covid…",‏عاشق هلالي,
,,RT @AmirMateen2: Absolutely condemnable. The administration should back this officer and implement law,,"Abu Dhabi, United Arab Emirates"
,,RT @NathanLerner: Source: https://t.co/U6vq0bHU0l,"I’m a nurse, a Mom of 8, a Nana of 12 and a GG of 2, a professional artist, an author, an Avid reader And a stone cold Outlander fan! That’s enough for now","Radnor Township, PA"
,,"RT @Fallibilist1: PML-Nakaam is in power in Gilgit-Baltistan &amp; AJK.

Given that Shahbaz is the bestest administrator to walk on the plains…",,چک نمبر 331
,,@catturd2 Jesus died on the cross CDC says 1st corona virus casualty ..oh too soon,"Cars,guitars,all things Godzilla and Bigfoot which are both real ( they are on the internet so they gotta be real)",United States
,,"RT @anjumahendroo: 🐾 Actress Raveena Tandon appeals all..To take care of companion animals!
Dogs Spread Love, Not Corona
Team *https://t.co…","Founder Asian Centre for Entertainment Education. Storyteller, Filmmaker, Writer, Content Analyst & Strategist, Creative Activist. Headed to the mountains soon.",Mumbai
,,"RT @dearmalena: Kerinci, Krakatau, Merapi, Semeru, I'm gonna tell you, corona does exist but volcanos of ring of fire never asleep #Krakato…",akun suka suka hip hip hura hura🤘,
,,"RT @Josiensor: Political reporting in the age of corona, by Reuters'  @tombrenner https://t.co/NEOijEzkGE",気づいたら、夕暮れ。,サークル大四国書房
,,RT @JavaughnSYW: me sending that “where’s all that shit you was talking during corona? 😏” text in 2023 https://t.co/p3Rrpv6Ctp,♑️ || stay fokus,JAKZ❤️
,"South West, England",This should Be Played whenThe Corona Virus Over 🎤🕺💃https://t.co/P3MuJQWzig,Follow the city home and away the best #team in the west and #spurs speedway motorsports,Cornwall
,,Dear friends...I am very sorry to say you that in this situation some financial organization are collecting EMI from their customer.. zindagi rahegi to kamai ho jayegi lekin Vishwas toota to road par aa jaoge...## EMI# fight against corona..,Indian,"Umaria, India"
elearning educationisamust stayhomestaysafe bestschool bestcollege,,"E - learning.
A digital version of LBS Group.
Corona cannot stop you from learning.

#elearning #educationisamust #stayhomestaysafe #bestschool #bestcollege https://t.co/2sYqYMXVx1","LBS offers wholesome educational solutions including schooling, advanced degrees, diploma courses, vocational training courses spanning IT. manufacturing etc.","Kota, India"
,,"RT @Anish_INC: Congress state Govts in Rajasthan, Punjab, Chattisgarh, Maharastra, Jharkhand, and Puducherry are doing tremendous work and…","#INC🇮🇳 CONGRESS woman
#RahulGandhi ❤ RTs are not endorsement ..  
#Alexa!! keep me away from Fakeism  @CongressTask",
,,"@ANI If you are realy a good gernalist please bring this in govt notice to test corona virus though test kits not a mobile as aarogya setu ,
While other countries are testing it through Test kits we are at Mobile app
How serious is govt - ab sayad bhakti ka samay chala gya","I normal citizen of India.. Born to secriefising.
Hindustan Jindawad.सम्पूर्ण राष्ट्रवादी","Indore, India"
,,@MemphisSZN10 Be careful Corona it is watching you https://t.co/rC30x13a0w,,
,,RT @thomaskaine5: Do you think Fox News should be sued for their role in the spreading lies about the corona-virus?   What about their enab…,#navyveteran 🇺🇸#VeteransForBidenHarris 🇺🇸#BlueWave 🌊 🌊,"Connecticut, USA"
BestCMOfTheWorld,,"RT @narendramodi177: Who is Handling the State Better in Corona epide mics? #BestCMOfTheWorld

RT for                             Likes for…",,
