hashtags,place,text,user_description,user_location
,,RT @TessaThompson_x: Reminder: Wear A Mask,"o IM A Timelord   Doctor who . TREK . GERRY ANDERSON   sfs cool  Prog Rock /metal  Bowie ,   St Johnstone /Man city Fc  and  loves Rey starwars ANTI -BREXIT",
,,RT @tyreseee_: trump getting Covid on the first of October during a full moon??? the witch girls are not SLICKKKK,half politics half harry styles,ENFJ.                  she/her
,,"RT @HKrassenstein: People who did not wear a mask at SCOTUS Rose Garden Event last week:

Mike Lee
Notre Dame President
Donald Trump

Peopl…","if I stand on my bank roll, I’d be scared of heights",Narnia
,,MCGUINNESS HEARING: KEEPING PEOPLE IN THEIR HOMES https://t.co/lqcPKcgpTN,"@POLITICOEurope Financial Services Editor w/an occasional Belgian beer chaser. All the usual disclaimers apply. Motto: We live in hope, but we hedge in copy.","Brussels, Belgium"
,,"Don't tell me what to wish for, Shirley. https://t.co/lQlZq4qxch",,"Seattle, WA"
COVID19,,RT @LemonadaMedia: President Trump has #COVID19 and @ASlavitt has some informed thoughts about what this means for our future. Listen to th…,Just a dumb human trying to make up for a lot of dumber humans! Progressive by nature She/her #PutinsGOP #VoteThemOut #VoteByMail or  #HandMarkedPaperBallots,Living BLUE in Red state AZ! 
news CNBC,,Dow futures fall more than 250 points after Trump says he tested positive for coronavirus https://t.co/eU8h4z70ol via CNBC #news #CNBC,"24/7 Capital Markets News Service plus independent ideas; Links & RT ≠ endorsement; also @BlackCentaurFX; Atheist, Libertarian, Humanist","Kraków, Polska"
,,"RT @SadieMaeTN: Trump and Melania has tested positive to the coronavirus. They should have worn a mask. 
Everyone listen to Dr. Fauci and #…","HUMAN /Climate Activist 
🗣DEMOCRACY is ALIVE #FreeTheChildren
#Fresh #LGBTQ+  #BidenHarris2020 
DM for Media Credit/ Removal 👉She/Her/hers🏳️‍🌈",#EarthJustice
,,"RT @snootid: 6ix9ine overdosed, 21 savage dropped a fire album, AND Trump got corona?? 2020 makin a 4th quarter comeback",Cathy ❤️,"Phoenix, AZ"
MelaniaTapes,,"RT @PalmerReport: Donald Trump's day so far:

- Hope Hicks has coronavirus
- She exposed Donald Trump and his family
- #MelaniaTapes leak
-…",Joined Twitter after the 2016 election. #TheResistance,"Maryland, USA"
,,RT @JWeber988: I personally love it. It’s a wonderful thought.,,"bray, Co. Wicklow. Ireland
"
TrumpHasCovid,,"this may be my anti-catholic bias but i hope trump doesn't come back from the dead

#TrumpHasCovid Trump Got Covid https://t.co/WEN9kMnsM1",I have an honorary degree in theoretical math from a fictional university.,"Showbiz, CA"
,,"RT @MattOswaltVA: whew, so glad it's only Covid-19 and not the Chinese virus",healthcare and housing for all. i love cheese.,
,,RT @VCSteel1: @hendrixmom12 @G_Money11 @atrupar My sympathy for him is the same as his sympathy for the families of the 200K people who suf…,"#Theresistance #uniteblue #strongertogether #FBR I follow back all resisters #votebluenomatterwho I retweet a lot. “In a world where you can be anything, b kind","California, USA"
,,RT @Hideki_Naganuma: SHUT UP AND WASH YOUR HANDS AND WEAR A MASK!,"Streamer, Average, 18/f/cali
Follow for content you can repost later, and then claim it as your own.","Houston,Texas"
,,"I don't really believe tr*mp has covid
 I believe the conspiracy theory that it's part of the October surprise. Now all people are gonna be talking about for the next few weeks is this. Anyway I'm waiting to see how it will play out","🇻🇨Vincy | Real life a troll. 85% of the time telling stories, lies or joking | More pizza please",Saint Vincent and the Grenadin
,,"After hearing the news, I had the same thought https://t.co/d90Ohnu5PK","Director, https://t.co/Y3uHyfEEjO @CFANS b4 w/@RSDPMN #Sustainability #ContinuousLivingCover #RuralVitality #UrbanVitality #Adoption #Resist Pers’l acct","Rochester, MN"
,,"Trump offered his help to boris, when he had covid. Wonder if boris will help trump, after all boris was ill, he must have some tips and advice. Could he even have a potential cure?","truth seeker,family man and proud to be english/british patriot.",
,,RT @JamesKosur: Donald Trump claiming he has coronavirus seems like a great way to weasel out of anymore debates following his disastrous f…,It is probably Owen tweeting now........,
,,"RT @DavidEggert00: Despite Trump's positive test, the Republican-led Mich. Senate will NOT reverse course and require senators to wear a ma…",,"Beacon, NY"
,,@RyanDeto Virgin covid patient vs. Chad mask wearer,"Blogfather, Raker of Muck and Keeper of Secrets, Mortiest Rick, Dignifier to Homes and Scholar of GRRM. Of the blood of Białystok grocers, among others.",Squirrel Hill South
COVID19 COVID,,"RT @ghoeberx: UNIQUE #COVID19 HOSPITAL COMPARISON
🇪🇺 Europe, as of October 1

All analysts are currently comparing #COVID outbreak on cases…",Retweets and links are not (ipso facto) endorsements,
,,RT @KaivanShroff: BREAKING: after dangerously pushing the drug on sick Americans desperate for a cure — Trump is NOT taking hydroxychloroqu…,"Entrepreneur, patriot, best-selling author, cyber crime specialist, world traveler, will talk with rational MAGAts, but believe #TrumpIsANationalDisgrace",
,,"Pence has tested negative for coronavirus, spokesman says https://t.co/no4IEat87X via @politico",Reporter with POLITICO who also tweets and functions in an evolving multimedia world. Florida Playbook is my weekday briefing on happenings in the state,"Tallahassee, FL"
,,"RT @doctorjenn: Tonight at Target, woman *yelling* at manager that she has a medical exception to not wear a mask. 
Me rolling by for the a…",cheer & dive coach 🌈 cancer ❂ cancer ☾ aqua⇡,"Washington, USA"
COVID19 coronavirus trump,,"It’s so sad to see so many people wish for our president, the leader of our nation, to fail. #COVID19 #coronavirus #trump",Not now...maybe later,
,,RT @jaythenerdkid: I must remind you all again that trump will never see your ghoulish speculation about fat people dying more easily of co…,Reads. Crafts. Rabble Rouses. Rants. She/her. Doesn't look like Rita Hayworth.,
,,RT @boocl0ud: covid did one thing right :D https://t.co/qHu16j6aW9,19,Puerto Rico
,,My 12 year old daughter has tested positive for Covid19. She is an asthmatic and I am her only caregiver. I am considered severe high risk as well as my special needs 8 year old. We are devastated and are in a crisis! Why have stimulus checks not been passed?? We need help NOW!!,,
,,"RT @TeaPainUSA: Let's be clear.  TRUMP gave TRUMP Covid-19.

https://t.co/buitdCqDMQ",,
,,RT @RiverRaccoon: COVID deaths per 100k population over the past month. https://t.co/UCE9ht32AV,"Unless the few of us who know the truth stand united, there is no hope for any of us.  
Feminist, wife, mother, liberal, francophile, blockhead",
,,@DanielAndrewsMP Your strategy did not work. The graph is following the exact same path as it did in every country - lockdown or no lockdown.,Professional Amateur | Just Facts | No Bullshit,New Zealand
,,Thats why you should wear a mask... follow the guidelines... stay home... and rep your team in the Finals... https://t.co/p2cf0xDi4D,"Laker Fan from the other side of the world.
Supports all the LA sports teams like the Sparks, Rams, Dodgers, Kings, Galaxy...
All, except the Clippers...","Davao City, Davao Region"
,,"RT @jmartNYT: Biden purposefully puts out his negative test results in doc’s name &gt;

Statement by Dr. Kevin O’Connor:

“Joe Biden &amp; Dr. Jil…","Wife, Mother, Daughter, Sister, Favorite Aunt 
Home Improvement Show junkie
University of Delaware Biological Sciences alum",
,,@JuddApatow @billyeichner He doesn’t have coronavirus... he pulling something.. we just don’t know what it is..,"New Orleans Made.. St. Louis Raised.. late bloomer .. check the link below and see my feature ""darling baby"" by Beano French produced by Dilemma.. and I'm Annie","Los Angeles, CA"
,,"Trump To Stay At Walter Reed Hospital Following Positive Coronavirus Test
https://t.co/Op6KffH6t0 https://t.co/1NAktD1kO1",,
,,"RT @HerrBains: Just three simple steps to take:
- Wear a mask when you go out.
- Keep social distance.
- Wash your hands regularly.

You ha…","Journalist, Author of self-help book Awakening Ganesha (available on Amazon, Flipkart, Kindle), Worked at Indian Express, romantic, spiritual seeker","Noida, India"
,,"Is the Donald + Melania Covid package a plausible epidemiological event ?

A psyop thread managed by Hope Hicks ?

The poor heroic president skips the remaining debates, and emerges triumphant from the light flu. So strong ... etc ?",,
,,@lezllee @SteveKrak And he has got covid https://t.co/VpkLeaGGfJ,"‘The World is my country, all mankind are my brethren, and to do good is my religion’ Thomas Paine",
,,"RT @realDonaldTrump: Tonight, @FLOTUS and I tested positive for COVID-19. We will begin our quarantine and recovery process immediately. We…",TOKYO FMも好き 趣味はライブに行くことoasis Beyonce AVICII DAVID GUETTA ZEDD Lady GaGa FOO FIGHTERS リンキンパーク ブルーノマーズ マライアキャリー ジャネットジャクソン アリアナグランデなど行きました サマソニは毎年参戦✨ベビメタは５月革命から🐺,東京 ポケモンGO ドラクエウォーク
,,@AmadoFelip @TheCryptoLark His supporters will say the democrats gave him covid at the debate bcuz they know he will win.,,
,,"Absolutely. But it wasn't ""America"" that botched it, just the man who thinks he owns the damn place. https://t.co/7NZIVq9OiH","Not my circus, not my monkeys. And I suspect not yours either.","Belfast, Northern Ireland"
,,"Trump, many Republicans mocked, downplayed COVID.  Thwarted CDC. Underreported deaths. No masks, no SD. Following have contracted COVID:

President
Hope Hicks
Kelly Anne Conway
Sen. Thom Tillis
Sen. Mike Lee
Rev. John Jenkins

All attended ACB function. 

@AARPMichigan @aarpwi",,
MaskUpMS,,"RT @MikeEspyMS: This pandemic is not over. 

Please, everyone, #MaskUpMS. We must continue wearing masks, washing our hands, and socially d…","Son &Servant of God, Pastor/CEO of @frcfc, https://t.co/MgiODtnvUA, Husband to @SMich_elle, Father of 3! #Lakers/49ers/OleMiss, KAPPA - Achiever!","Meridian, Mississippi"
,,RT @AmyDentata: anyways if a conservative complains about your trump covid jokes tell em to stop being so politically correct,"Just browsing 🏳️‍🌈
They/them",
,,WHO boss wishes Trump full and speedy COVID-19 recovery https://t.co/Ve6QyjMBxX,"News from all around the United States of America, from the local, business, political, to the scientific, technological, sports and entertainment news.",
,,"RT @GRITS19511: Trump’s campaign is upended, NOT Biden’s. If IMPOTUS is too sick to go on, he should withdraw from the race and concede. No…","Psychotherapist; #Resistance; BLM ✊🏿✊🏾✊✊🏻 Goddess, Family, Nature, Truth.","San Francisco, CA"
,,RT @acnewsitics: Remember when Republicans said Joe Biden was hiding in his basement when he was following social distancing guidelines?…,I Block MAGAts |No DM's| #ClimateAction #GunReform #BlackLivesMatter #StayAtHome #ByeByeTrump 😂🙋 #PresidentBiden 🥳💪#306for46 👏👏 #TheResistance✊🌊,
,,"RT @Jonfz: ""I saw Him walking by himself at 4am"" said the nurse https://t.co/dicbwggcns","Programador en formación. Sobreviviendo el comunismo un día a la vez.

Hate will keep you alive where love fails.",Caracas
,,"RT @KHOU: Gov. Abbott, other state leaders react after President Trump, FLOTUS test positive for COVID-19 https://t.co/ynguwLvW8d","a grass roots organizer in LA area, urban sociologist and community organzier in la area for over 25 years.",los angeles
,,So I guess Trump is going to kill off all of his cabinet and staff. https://t.co/jh5fML8GLy,,
BidenHarris2020 VoteBlueToEndThisNightmare,,"How could @realDonaldTrump or @VP talking to the elderly, a group they are part of, about Covid protections when trump has intentionally put others at risk for infection and is trying to take away their healthcare and social security? #BidenHarris2020 #VoteBlueToEndThisNightmare","#VELVET @adamlambert 
 #STILLWITHHER
#Steelers",Ohio
,,RT @joshtpm: jesus,"New Yorker, Marinite",
Hydroxychloroquine COVID19,,RT @gorskon: So apparently #Hydroxychloroquine didn’t prevent #COVID19.,Director of Cardiology at IOPBM | Co-Director of Research & Education @learnwithiopbm #preventionfirst,"Newport Beach, CA"
,,"RT @PISDI94_96: Good morning Twitter Patriots

Now that President Trump and Melania have the COVID you will see how vile, evil and low SCUM…","Born in the USA, MAGA, Love my President",
,,"BREAKING NEWS!!!

Donald Trump has COVID-19!

or... this is what mother hooman tells me...

JUST SAYING!!!
it happened.
I kina thought it would...
cos like...
1 of his advisor people or someone that works RLLY close to him got it...

I KNEW IT WOULD HAPPEN
🤯🤯🤯🤯",I will probably have more Qs then As or announcements but yeah.,
,,"RT @sarahcpr: This morning before entering my office building, my temperature was taken and I was asked if I had any Covid symptoms, or if…",,
,,RT @BorisJohnson: My best wishes to President Trump and the First Lady. Hope they both have a speedy recovery from coronavirus.,"Jerusalem = ✡ 🇮🇱; against Anti-Zionism, radicals, gegen Neue Rechte,Islamisten,Verfassungsfeinde, Impf- und Maskengegner (Schwurbler);  #stayhome !","Illertissen, Deutschland"
,,"RT @LJT_is_me: To give you a TASTE of what Trump was doing during the democrat/media impeachment orgy, I'm going to give you just 2 threads…",🇺🇸#LetUncleRobSpeak🇺🇸#MAGA 🇺🇸#KAG 🇺🇸#IStandWithFlynn 🇺🇸#NRA 🇺🇸 #TrumpGirl 🇺🇸 #TheStormIsHere 🇺🇸#2A🇺🇸 #patriots 🇺🇸 #InItTogether 🇺🇸 💓,
,,"RT @lynlinking: Aged care inquiry COVID-19 recommendations
KEY RECOMMENDATIONS FROM THE AGED CARE ROYAL COMMISSION CORONAVIRUS REPORT
https…",,"Melbourne, Victoria"
,,Breaking: Elderly obese man who refuses to wear a mask tests positive for a virus that is particularly dangerous for his demographic. https://t.co/1ZhLNZuXSQ,Speaker | Author | Coach 🚀 On a mission to empower emotionally intelligent leaders to live even more fulfilling lives.,James@JamesMSama.com
,,@Alyssa_Milano Oh post Covid symptoms that’s what we’ll blame it on....,"Small town gay boy from Texas, that found himself in the Pacific Northwest, adventurer, dreamer, idealistic, lover, and chill. 👻: chazrayterry 📸: chazrayterry","Portland, OR"
,,RT @raesanni: I hope Covid doesn’t kill him tbh. Not humiliating enough. I need to see him shit himself on national tv. Just a big Doo Doo…,"📸 IG: san_tan_dan
👻 SC: e_mkpanam","Lagos, Nigeria"
,,RT @MollyJongFast: Oh you’ve got to be fucking kidding me.,"Please ignore who to follow section, twitter generating, not me, no lap top to fix it sorry",
,,RT @ClimateDesk: Housing was already scarce and expensive. Then came the virus and the fires. https://t.co/8II5l4jykq,"Humanist, MomsDemand, ERA, BLM ClimateChange,MMIW, BanTheBans EndFascism; Family, friends, dogs, Science, please no lists.",The Germany of my mind
,,RT @BradleyWhitford: Serious question. How does wearing a mask in the middle a pandemic make you look weaker than wearing a bucket of man-t…,"NYC Editor for Amazing Magazine, Curator, obsessed with art and aesthetic branding, social media and the Moveable Feast. SMU, Oxford University","New York City, Southampton"
,,@Shilpa_Bhartiy @Sandeep03630867 @iamdevv23 @derekobrienmp @chitraaum @PragyaLive West Bengal me kitne murders hote hai aur rape bhi hote hai tab kaha jate hai ye Derek. Hum sab Hathras ki ghatna ka virodh karte hai and we hav sympathy with family. Why these different parties doing this type of morcha in CORONA period.,I am special so no need to find anything special,
,,"ToP FucKt: Trump Tests Positive for the Coronavirus https://t.co/5RRestbd9O, see more https://t.co/QU5TevtD0Y",Something is certainly wrong Here and There... Only Nothing is Truth Nowhere...,Nowhen
,,"RT @politicoalex: BREAKING: Trump campaign manager Bill Stepien has tested positive for Covid-19
https://t.co/9DH9OhFgv6","I'm a cinephile/filmmaker/writer/anglophile. 
Director of @EasyLivingFilm (SXSW '17), starring Caroline Dhavernas. 
Available on AmazonPrime/ITunes -US/UK",East WeHo
,,No they were wearing bin bags as PPE and many died. No pay rise and you were one of many tories that voted against that. So don't try to make out you care because you don't!. When exactly are these hospitals being built?. Are they NHS or private under the NHS banner?.. https://t.co/8dTLHHXSfC,"UK Action Team. pushing for change. Support hub to share information and help each other. All welcome. 
Support us viruswatch2020@gmail.com paypal",UK
,,@CNNSotu @jaketapper Maybe Covid-19 will stop her verbal diarrhea!,,United States
,,RT @Newsweek: Chris Wallace says Donald Trump wasn't tested for COVID pre-debate because he arrived late https://t.co/IKuFFAiDxz,"National media exposure for innovative products, services and experts.",
,,"@steeler166 Im not brainwashed, you dont know what that means either, maybe you should by a dictionary?

Most normal people see the person who open the country early, letting covid run thru the population and then also getting it as poetic justice.

You thinking you are smart his hilarious","Life long professional used collectable & rare book dealer. Tweets about leftist politics, history, science & of course books. Recovering Berner. Troll slayer","Los Angeles, CA"
,,"RT @mmpadellan: The GOP spent this whole fucking year screaming in our faces, mocking us for wearing masks, having massive super spreader r…",,"Los Angeles, CA"
,,"RT @theblaze: The Democrat reacted by reiterating to Michiganders that her rules are still in place for the time being
https://t.co/K6f5Yjn…","Horses. Chickens. Garden.


Here for Donald J Trump🇺🇸
           #Trump2020 

RT 🚫 Endorsement   Likes are 🗂",United States of America
,,@MattHarris84 He needs a loan. Last season wasn’t a propa season. For anyone especially for him after losing his mother earlier in year season ending early covid it’s propa unsettled.,"Enjoy life today, because yesterday is gone, and tomorrow is never promised.  🔴⚪️ ⚽️🏏🎱⛳️👊🏼",North London
,,RT @BossDonalds: @nprpolitics And remember this: https://t.co/6B03A0tUpY,,
,,RT @Iamdrewling: centrists hate even a milk toast version of socialism more than they fear fascism.,"degrassi stan, TV, cooking, books, guinea pigs, dogs. 25. white. she/her/hers. 
black lives matter. abolish ice. disability justice & lgbtqia ally 💖",
,,"RT @atweetstorm: @DrEricDing May 5th, 2020: “Ousted vaccine director files whistleblower complaint alleging coronavirus warnings were ignor…",cancer SURVIVOR 🌊 Blues lover; military vetRN-Retired,where ever i lay my hat...
,,RT @Telegraph: Donald Trump mocks Hillary Clinton over her pneumonia outbreak https://t.co/feHjV6cLDa,Medicine/Football/Music/Politics/only1ArseneWenger,Oldfoundland
,,RT @BenjaminEPark: My whole life has been upended over the last 8 months as I take nearly every necessary precaution and these people ARE A…,"@WFUEconomics alum, Democrat, meme enthusiast, lover of temporary price level targeting. she/her.",Alexandria
,,They willfully spread COVID https://t.co/QWPqeQAtFN,,
,,"RT @itsdonjyo: If Trump recovers from this, he will be a hailed as a hero and will further push the idea that COVID-19 isn’t serious. Now *…",She/Her. 32.,"Galt, CA"
,,RT @SteveSchmidtSES: .@JoeBiden Please put your ads back on the air ASAP. Trump is a profound danger to the future of the company. His infe…,"horticulturist, 3x USMC mom",east of the Mississippi River 
,,@realFruckTump Let's pretend for a minute that everybody in the United States gets Covid..at 1% we have 3.5 million dead people,"Everyone Relax, I'm here
Pathetic Comedian,Jokes, Golf Guitars, Music,  Medicine Education,  Science, Anti Orange Movement. Twitter Wannabe College Graduate",Ohio somewhere 
,,"RT @AmarAmarasingam: Amazon reveals over 19,000 workers got COVID-19 https://t.co/syOByLVieP","Counter-terrorism Professor,Director Mediterranean Insecurity,Author 'Why we are under attack' and 'Life in Mosul under the Islamic State'. Personal opinions","Roma, Lazio"
,,"RT @JoshuaPotash: No matter what happens, don’t let the next few days become a Trump COVID watch. Keep organizing, keep building power for…","New here-will be posting on real life examples of what ppl are doing to talk to ppl to support them out of the anger, fear, and hate. Thank you.",
,,RT @itsamandarg: trump supporters demanding we sympathize with trump now that he tested positive for covid... didn’t see any sympathy when…,she/her,
,,"@HWFields45 @MarkMeadows tell Mitch McConnell to pass the covid stimulus bill today
https://t.co/msGHeWEF7U",Tweet Congress Senate White House Governors: Demand a freeze on all foreclosures + evictions during the covid-19 global pandemic; it's a public health hazard,
,,"RT @RyanAFournier: Zara Rahim, Clinton’s former spokesperson said she hopes President Trump dies from COVID-19.

This is a clear violation…","#StopTheSteal
#KAG2020 #BlueLivesMatter 🇺🇸 
#Trump2020NowMoreThanEver 🚂 🚂 🚂 
🙏🇺🇸🙏🇺🇸🙏🇺🇸🙏🇺🇸 
 WWG1WGA  
retweets≠endorsements
No DMs","Trump is my President, USA"
CCPVirus,,"RT @EpochTimes: “How would we truly know if the COVID vaccine even works?”

The first #CCPVirus vaccine is due to complete its phase 3 tria…","Jesus follower • happily married • engineer • drummer • MAGA • KAG • Trump2020 • US Constitution 
🇺🇸 IStandWithIsrael 🇮🇱","Red county in a blue state,USA"
,,RT @sarahcpr: Breaking: Trump says he cannot release the results of his Covid test because they are under audit,,
TrumpHasCovid TrumpCovid,,"RT @traecrowder: Liberal Redneck - Trump Caught COVID
(Twitter Version)

#TrumpHasCovid #TrumpCovid https://t.co/4Jn2QnQW9j","Advocate, adherent & aficionado of BBG Zen. Negotiation, listening & compromise. Aim for the middle or lose. Mansplainers blocked. Don't make me go Jerz on you.",
,,COVID-19: 7 more micro containment declared in Shillong https://t.co/Jv6yvgVsul,Syllad is a fully digital news portal from Meghalaya. With tagline “Syllad-The Rising Meghalaya” Syllad brings voices of meghalaya to the rest of the world.,Meghalaya
,,RT @ByYourLogic: they just had to put a little piece of cloth on! they could have had everything they wanted and they were too fucking stup…,,
,,RT @StillBanned: Covid-19 Officially Denounces White Supremacy,wanna hear a gay joke? its me. i'm gay & a fucking joke,"New Mexico, USA"
,,RT @SeanR85098057: This is  delusional  at best...there r countries that will 100% refuse entry.primary ..Mexico refused entry prior to pan…,"Security Analyst,Pilot,Patriot,Veteran.studies in psychological warfare,human behavior,interrogations,Independent,Catholic.🌍😎🌴","Los Angeles, /Central America"
,,RT @reemteam23: Bro it’s literally illegal for an federal elected official to lie about the status of his health to the general public I’m…,Man of Alpha Dedicated to Excellence. I just be tweetin🤷🏽‍♂️. #AlcornAlum💜💛 |1906❄️| IG: @dee_holt | @dvnco & @tonesofmelanin ambassador. @Dholtmfnpodcast🎙,"Mississippi, USA"
,"Chicago, IL","Woah, wait. What?! https://t.co/bkUsMas86J","Father, Husband, Brother, Son, Navy Kid, Top 25 X-Ray Tech, Peace Giver. Handsome and nice guy, according to my momma","Chicago, IL"
,,"RT @jljacobson: To me, this is far less ""Shakespearean tragedy"" than the sixth DUI for someone whose behavior final ends in killing people.…","Bioethicist now living in Queens, NY. (he/him/his) Excite yourself at my blog Sufficient Scruples. For me myself, see https://t.co/4vR5pvKm6E.","Queens, NY"
,,"RT @MaxKennerly: I'm curious about the ramifications of Trump going to Walter Reed. I get it, it's a reasonable precaution—but I'm a stupid…","#BLM #WhitePeopleAgainstRacism 
#ERA #KHive4Life ⚖️
#StillWithHer   
#BPD #ADD #CripTheVote
♿️🌊🖖🏋️‍♂️💨","Indiana, USA"
,,"RT @buster_nutlas: @thucydiplease The only acceptable lib take is ""Welcome to the Resistance, COVID-19"".",Fuck is a noun a verb an adjective and often a member of the GOP. Speak fluent dog and horse. #Resist,Northern California 
TrumpHasCovid,,RT @lmfaokatt: covid @ trump after he &amp; all his supporters called it a hoax #TrumpHasCovid https://t.co/gh1LwZJNPd,#TAEHYUNG: all the caucasians to the back,
,,RT @StefanoChase: Suddenly it’s the Coronavirus and not the China Virus. Suddenly we’re all in this together. Suddenly the Republican party…,it is what it is | fuck donald trump,
,,RT @SuzyNakamura: Oh NOW it’s called Covid ok,So it goes. ♈️,
,,RT @BGlickstein: Is this the result of  Dr. Scott Atlas testing his herd immunity in the WH?,,
,,"RT @RealEricCarmen: I'm just gonna sit back, now,  and watch the ""tolerant left"" spew all of their hate-filled tweets all over my timeline,…",Deplorable who was shutdown by Twitter for my Conservative tweets. I lost my 4000 followers.🇺🇸#MAGA NO DMs #Deplorable #KAG #Trump2020 #patriot #Conservative,
,,"President Donald Trump announced early Friday that he and First Lady Melania Trump had tested positive for Covid-19, shortly after one of his closest aides, Hope Hicks, had fallen ill with the coronavirus. https://t.co/z0rTl07RdB",,
CCPVirus,,RT @c5hardtop1999: Trump downplayed the #CCPVirus? He blocked people from China &amp; Europe from entering the US. He supported the lockdown of…,"I ignore low IQ sheep.💤 (Hard distinguishing b/w dumb adults & kids).  I respect the sacrifice of my ancestors, such as Samuel Burns, DEFENDER OF THE ALAMO!",Texas
,,RT @Loukas_7: Karma is a bitch https://t.co/CYIz8OjKt9,"«Σωτηρία θα πεί να λυτρωθείς απ’όλους τους σωτήρες˙ αυτή’ ναι η ανώτατη λευτεριά, η πιό αψηλή, όπου με δυσκολία αναπνέει ο άνθρωπος. Αντέχεις;».",
,,RT @Rainbird42true: Would anyone in the WH lie to the president.about having covid in order to keep him off the campaign trail?,"OLD IVORY MUSIC
Composer/recording artist/planet earth survivor                                  https://t.co/q2GMchF16h              #resist",
,,"Also, Trump still hasn't posted on Twitter since about midnight last night when he announced he and M. had tested positive. Anyone know the record for a Trump tweeting hiatus? https://t.co/dlFtOh1bzn","I'm an amateur vocabulationist.  That means I make up words.  Purveyor of laughable tweets since April, 2011.  Sorry about the typos.",Over here!
,,"RT @RyanAFournier: Unbelievable.

Hillary Clinton’s former spokesperson said she hopes President Trump dies.

This is what we are dealing w…","Positive thinking Hoosier. 27 year EMT. PROUD Supporter of military, police, fire and EMS. 2A, NRA. Trump supporter to the end. Phil.4:13 🇺🇸🇸🇪🇺🇸","Indiana, USA"
,,RT @BBCJonSopel: This is sadly ironic,"political activists, current affairs,women's rights,children's safeguarding","Stockport, England"
,,"RT @icecreamonacone: @TheRickWilson it appears they didn't want it to leak.

They knew Wednesday.

And obviously it was made know to the pu…",,Milan
,,RT @MattBellassai: corona walking into the white house one month before the election https://t.co/mhHWDxhrSI,"She/Her. Actor. Part-time internet goblin
Black and Indigenous Lives Matter","Toronto, Ontario"
BrexitDeal EU,,RT @Anna_Soubry: A #BrexitDeal is better than no deal but the best deal was the one we had as a member of #EU especially the single market…,,
,,"RT @nycsouthpaw: Video of the ACB announcement event on Saturday at the WH featuring Sen. Mike Lee of Utah, who has now tested positive for…",,
,,RT @JudicialWatch: Judicial Watch announced a fed judge ordered the HHS to begin producing communications &amp; other records of NIAID Director…,"Love my Country, my Flag and our wonderful President. Have a fantastic dog. BAILEY. ENGLISH CREAM RETREIVER.","Palm Springs, CA"
,,"RT @realDonaldTrump: Tonight, @FLOTUS and I tested positive for COVID-19. We will begin our quarantine and recovery process immediately. We…",سعوديون مع آل سعود دوما والحمد لله رب العالمين وصلى الله وسلم على محمد وآله وصحابته وتابعيه وعنا معهم,حفر الباطن
,,"RT @CoriBush: President Trump will not receive any medical bills for his COVID-19 treatment. 

Neither should any of us.",There is no war in Ba Sing Se,
,,RT @spectatorindex: JUST IN: Japanese minister says Donald Trump testing positive for coronavirus has a big impact on financial markets,"Fortis Atque Fidelis,ENTJ-A/T,Type 8 ,Gemini, @kentuckykid88 , SELF-MADE BILLIONAIRE TO BE.","Kentucky, USA"
,,RT @AlliemalCNN: Coronavirus adviser not wearing a mask at the WH the day the President of the United States tests positive. https://t.co/L…,"#malinator  
All things politics—real and otherwise. Also, actresses that are twice my age.",
,,"RT @Scout_Finch: The White House has access to the best testing, the best physicians (Ronny Jackson notwithstanding), the best scientists a…",percussion and beagles; football/soccer and Rothko; history & space; family; home; travel,In a place
,,"RT @RonnyJackson4TX: 1/2: Our President and First Lady have tested positive for COVID-19, however, rest assured they are both fine and comp…","The truth shall set you free
🇺🇲
Colorado",
,,"RT @girlsreallyrule: Per @HallieJackson: Jim Jordan was exposed to Hope Hicks without a mask, as well as both Melania and Donald Trump who…",Pittsburgh. #BidenHarris2020,
,,My fpl😔 . Speedy recovery bro https://t.co/Ua3SsqywCY,"Alter ego to @haffa_gerald. I’m here for more, than just to kick some witty metaphors. #Mufc.",Bikini Bottom./ Dreamville
,,"RT @piersmorgan: Shocking &amp; shameful. 
This now deleted tweet was the reaction to President Trump testing positive for Covid-19 from @ZaraR…","Jags, Raptors, Canadiens, Blue Jays","Toronto, Ontario"
,,RT @iamcardib: “BET YOU WANNA” wear a mask now 😩😩😩,bangtan + nct,
,,"RT @nycsouthpaw: Video of the ACB announcement event on Saturday at the WH featuring Sen. Mike Lee of Utah, who has now tested positive for…",Health professional & activist believing in the good of all people. Moms Demand Action and NCJW member and supporter. Sports enthusiast following Rutgers & Mets,New Jersey
,,RT @honestygwennn: maybe this will make y’all start wearing a fucking mask!!,xotwod✨,
TrumpHasCovid,,"Today's my birthday and Trump got covid,  what a gift.  🤣🥴 #TrumpHasCovid",lyricist and producer,"Detroit, MI"
,,"RT @P4tR10tBoo: The Mexican National Guard, Police, Marines, and Dept. of Health Have Been Deployed To Mexico's Southern Border Preparing T…",RetCWO #USCG #USMC #MAGA #BackTheBlue #Fed1811 #TermLimits Incredible wife/kids. Life is what YOU make it! 👊🇺🇸🇺🇸🇺🇸,United States
,,"RT @Sulliview: What the president (or press secretary) says is news, you say? Given the history of Trump White House lies, the default resp…",,
,,RT @WSJ: Breaking: President Trump will be moved to the hospital out of an abundance of caution and will remain there for the next few days…,I enjoy reading computer and technology journals and articles. AWS Cloud Solutions Architect. Global financial markets follower. LSU!,"Baton Rouge, LA"
